file_name,extension,ID,x_start[px]_df1,x_start[px]_df2,y_start[px]_df1,y_start[px]_df2,x_end[px]_df1,x_end[px]_df2,y_end[px]_df1,y_end[px]_df2,ra_start[deg]_df1,ra_start[deg]_df2,dec_start[deg]_df1,dec_start[deg]_df2,ra_end[deg]_df1,ra_end[deg]_df2,dec_end[deg]_df1,dec_end[deg]_df2,JD_start[UTC]_df1,JD_start[UTC]_df2,JD_end[UTC]_df1,JD_end[UTC]_df2,norad_number_df1,norad_number_df2,angle_offset[deg]_df1,angle_offset[deg]_df2,pixel_offset[px]_df1,pixel_offset[px]_df2,range[m]_df1,range[m]_df2,phase_angle[deg]_df1,phase_angle[deg]_df2,ang_vel[deg/s]_df1,ang_vel[deg/s]_df2
OMEGA.2022-01-17T01:24:19.995.fits,15,3,784.0,784.0,4200.0,4200.0,1808.0,1808.0,100.0,100.0,44.76856669095476,44.7685964,-15.95930384986695,-15.9592743,44.83151416755545,44.8315439,-16.202418367957907,-16.2023888,59596.060075596906,2459596.560075597,59596.06008291198,2459596.560082912,116.0,116.0,,0.13,,98.0,,1020547.0,,81.27,,0.3947
OMEGA.2022-01-17T01:24:19.995.fits,17,4,48.0,48.0,3010.9,3010.9,800.0,800.0,0.0,0.0,44.98722264143509,44.9872525,-16.79841784947936,-16.798386,45.03383730127234,45.0338671,-16.97690695234129,-16.9768773,59596.06010089489,2459596.560100895,59596.06010626396,2459596.560106264,116.0,116.0,,0.1,,80.9,,1017166.0,,81.43,,0.3971
OMEGA.2022-01-17T01:24:19.995.fits,19,5,1056.0,1056.0,0.0,0.0,2096.0,2096.0,1825.5,1825.5,45.31512129044742,45.3151511,-16.97664725387507,-16.9766176,45.37936227619728,45.379392,-16.868315993323588,-16.8682845,59596.06093989778,2459596.560939898,59596.06094359886,2459596.560943599,10410.0,10410.0,,0.11,,98.2,,1065927.0,,81.15,,0.4008
OMEGA.2022-01-17T01:24:19.995.fits,20,6,48.0,48.0,1953.9,1953.9,1264.0,1264.0,4100.0,4100.0,45.38504568258325,45.3850754,-16.860693234132835,-16.8606632,45.46005736073471,45.4600871,-16.733308188323296,-16.7332785,59596.06094378978,2459596.56094379,59596.060948046856,2459596.560948047,10410.0,10410.0,,0.23,,89.1,,1065855.0,,81.03,,0.4008
OMEGA.2022-01-17T01:24:19.995.fits,24,7,1472.0,1472.0,0.0,0.0,2096.0,2096.0,1088.8,1088.8,45.47287948279283,45.4729092,-16.711995830454608,-16.7119662,45.51132673668387,45.5113564,-16.64735455829489,-16.6473241,59596.060948793776,2459596.560948794,59596.06095082685,2459596.560950827,10410.0,10410.0,,0.05,,91.2,,1065795.0,,80.92,,0.4008
OMEGA.2022-01-17T02:09:28.062.fits,5,4,704.0,704.0,0.0,0.0,2096.0,2096.0,2914.6,2914.6,37.18029065627419,37.1803238,-21.41116546957062,-21.4111359,37.26941077361992,37.2694439,-21.23861629691921,-21.2385871,59596.09041678393,2459596.590416784,59596.09042660101,2459596.590426601,15619.0,15619.0,,0.17,,14.5,,1793186.0,,89.97,,0.2243
OMEGA.2022-01-17T02:09:28.062.fits,6,5,48.0,48.0,3107.0,3107.0,512.0,512.0,4100.0,4100.0,37.27516640036587,37.2751995,-21.22722375572876,-21.2271923,37.30482606116371,37.3048592,-21.1684220107766,-21.1683924,59596.090427347925,2459596.590427348,59596.090430771,2459596.590430771,15619.0,15619.0,,0.3,,15.3,,1792683.0,,89.86,,0.2244
OMEGA.2022-01-17T02:09:28.062.fits,11,1,48.0,48.0,3559.4,3559.4,336.0,336.0,4200.0,4200.0,37.41188190828396,37.4119149,-20.960984279510853,-20.9609561,37.43023022808922,37.4302632,-20.923034326542545,-20.9230047,59596.09044263791,2459596.590442638,59596.09044494899,2459596.590444949,15619.0,15619.0,,1.11,,24.0,,1791693.0,,89.65,,0.2247
OMEGA.2022-01-17T02:09:28.062.fits,16,2,48.0,48.0,3623.4,3623.4,320.0,320.0,4200.0,4200.0,37.54811109194272,37.548144,-20.692885254115748,-20.6928533,37.565375040948936,37.565408,-20.658715892312824,-20.6586863,59596.0904582059,2459596.590458206,59596.09045996098,2459596.590459961,15619.0,15619.0,,0.02,,33.6,,1790704.0,,89.43,,0.2249
OMEGA.2022-01-17T02:24:04.785.fits,5,5,48.0,48.0,3619.5,3619.5,2096.0,2096.0,2786.5,2786.5,33.08334765888459,33.0833777,-20.99489866818528,-20.9948682,33.2132551713257,33.2132852,-21.04464441228275,-21.0446176,59596.1013816339,2459596.601381634,59596.10141452495,2459596.601414525,27390.0,27390.0,,0.8,,175.6,,4818423.0,,93.4,,0.04683
OMEGA.2022-01-17T02:24:04.785.fits,6,8,48.0,48.0,2722.7,2722.7,2096.0,2096.0,1857.6,1857.6,33.21896169556375,33.2189917,-21.04844043105396,-21.0484144,33.34896115260656,33.3489912,-21.099987453397503,-21.099961,59596.10141610587,2459596.601416106,59596.10144927493,2459596.601449275,27390.0,27390.0,,0.04,,168.2,,4805085.0,,93.3,,0.04703
OMEGA.2022-01-17T02:24:04.785.fits,7,9,48.0,48.0,1793.8,1793.8,2096.0,2096.0,960.7,960.7,33.354927564990206,33.3549576,-21.10377939872127,-21.1037536,33.48502638030454,33.4850564,-21.153326390863853,-21.1532984,59596.10145085584,2459596.601450856,59596.1014834689,2459596.601483469,27390.0,27390.0,,0.82,,162.7,,4791776.0,,93.2,,0.04723
OMEGA.2022-01-17T02:24:04.785.fits,8,10,48.0,48.0,896.9,896.9,2096.0,2096.0,63.8,63.8,33.49099846516602,33.4910285,-21.157113595265933,-21.1570864,33.62119012067866,33.6212201,-21.206556717737666,-21.2065273,59596.10148532782,2459596.601485328,59596.10151766287,2459596.601517663,27390.0,27390.0,,0.83,,172.4,,4779541.0,,93.11,,0.04742
OMEGA.2022-01-17T02:24:04.785.fits,17,1,864.0,864.0,4100.0,4100.0,2096.0,2096.0,3587.2,3587.2,33.67894062209132,33.6789706,-21.231613808971822,-21.2315851,33.75732575003839,33.7573558,-21.261971846340803,-21.2619401,59596.10153258778,2459596.601532588,59596.101552134845,2459596.601552135,27390.0,27390.0,,0.38,,158.0,,4764028.0,,93.0,,0.04766
OMEGA.2022-01-17T02:24:04.785.fits,18,2,48.0,48.0,3523.4,3523.4,2096.0,2096.0,2690.4,2690.4,33.763118235699324,33.7631482,-21.265749564263285,-21.2657186,33.89349334498039,33.8935233,-21.31497641220892,-21.3149491,59596.10155371623,2459596.601553716,59596.10158605082,2459596.601586051,27390.0,27390.0,,0.85,,155.6,,4752209.0,,92.91,,0.04784
OMEGA.2022-01-17T02:24:04.785.fits,19,3,48.0,48.0,2626.6,2626.6,2096.0,2096.0,1761.5,1761.5,33.899545803680624,33.8995758,-21.318748973655023,-21.3187224,34.03001480528972,34.0300448,-21.36977202878319,-21.3697451,59596.101587632205,2459596.601587632,59596.1016199668,2459596.601619967,27390.0,27390.0,,0.1,,152.2,,4739113.0,,92.81,,0.04804
OMEGA.2022-01-17T02:24:04.785.fits,20,4,48.0,48.0,1697.7,1697.7,2096.0,2096.0,864.6,864.6,34.035881811095564,34.0359118,-21.3735400403821,-21.3735138,34.166434605085094,34.1664646,-21.42255850832686,-21.4225301,59596.10162154818,2459596.601621548,59596.10165360477,2459596.601653605,27390.0,27390.0,,0.87,,148.1,,4726089.0,,92.71,,0.04825
OMEGA.2022-01-17T02:36:13.877.fits,1,1,48.0,48.0,1985.9,1985.9,2096.0,2096.0,2818.5,2818.5,33.0686408477983,33.0686728,-21.36026462296813,-21.3602328,33.19913947448215,33.1991713,-21.31127491649968,-21.3112455,59596.10908906115,2459596.609089061,59596.10965042887,2459596.609650429,16483.0,16483.0,,1.13,,211.2,,31948363.0,,93.53,,0.003028
OMEGA.2022-01-17T02:36:13.877.fits,2,3,48.0,48.0,2818.8,2818.8,2096.0,2096.0,3651.3,3651.3,33.20486653946348,33.2048984,-21.311270988445763,-21.3112445,33.33528132265899,33.3353132,-21.26218030732297,-21.2621501,59596.10967174778,2459596.609671748,59596.110231448896,2459596.610231449,16483.0,16483.0,,1.09,,221.8,,31898745.0,,93.4,,0.003037
OMEGA.2022-01-17T02:36:13.877.fits,3,6,48.0,48.0,3651.6,3651.6,1184.0,1184.0,4100.0,4100.0,33.34126109535324,33.3412929,-21.262172156907067,-21.2621449,33.41356257138535,33.4135944,-21.235688809600266,-21.2356593,59596.1102536018,2459596.610253602,59596.11056226911,2459596.610562269,16483.0,16483.0,,0.47,,214.3,,31852190.0,,93.27,,0.003044
OMEGA.2022-01-17T02:36:13.877.fits,8,11,48.0,48.0,0.0,0.0,2096.0,2096.0,800.5,800.5,33.47756711418616,33.4775989,-21.214468113588907,-21.2144386,33.6078111868587,33.6078429,-21.167062997749923,-21.1670316,59596.110831562895,2459596.610831563,59596.11138514802,2459596.611385148,16483.0,16483.0,,0.23,,197.2,,31791819.0,,93.11,,0.003054
OMEGA.2022-01-17T02:42:18.798.fits,24,1,48.0,48.0,3171.1,3171.1,2096.0,2096.0,4003.7,4003.7,34.025974194753225,34.0260066,-21.017691023363604,-21.0176625,34.15585893752744,34.1558913,-20.96797052269482,-20.9679442,59596.113148386125,2459596.613148386,59596.113698077854,2459596.613698078,16483.0,16483.0,,0.85,,179.4,,31590793.0,,92.58,,0.003087
OMEGA.2022-01-17T06:59:02.103.fits,18,1,1152.0,1152.0,4100.0,4100.0,1648.0,1648.0,0.0,0.0,202.0905465278023,202.0905843,-47.87172390479349,-47.871694,202.13594787493776,202.1359858,-48.11466283444116,-48.1146329,59596.29125510203,2459596.791255102,59596.291269279085,2459596.791269279,10766.0,10766.0,,0.04,,45.4,,2029991.0,,100.97,,0.2012
OMEGA.2022-01-17T06:59:02.103.fits,31,2,48.0,48.0,3399.2,3399.2,2096.0,2096.0,2053.7,2053.7,202.17711571518683,202.1771528,-47.14450599845661,-47.1444749,202.356455949534,202.356493,-47.223544186246905,-47.2235168,59596.29101407621,2459596.791014076,59596.2910263068,2459596.791026307,44553.0,44553.0,,0.85,,626.1,,3502101.0,,100.82,,0.1375
OMEGA.2022-01-17T06:59:02.103.fits,32,3,48.0,48.0,1957.8,1957.8,2096.0,2096.0,580.2,580.2,202.36454725722623,202.3645843,-47.22919009535445,-47.2291593,202.5444784617574,202.5445154,-47.30983701561207,-47.3098058,59596.2910268642,2459596.791026864,59596.2910393728,2459596.791039373,44553.0,44553.0,,0.22,,621.3,,3503204.0,,100.96,,0.1374
OMEGA.2022-01-19T01:58:42.111.fits,17,1,1888.0,1888.0,4100.0,4100.0,880.0,880.0,0.0,0.0,37.80537719831293,37.8054101,-21.424813250438014,-21.424783,37.74127247782236,37.7413054,-21.66790805825769,-21.6678778,59598.08289045701,2459598.582890457,59598.08290055208,2459598.582900552,48243.0,48243.0,,0.17,,143.6,,1450598.0,,91.27,,0.2864
OMEGA.2022-01-19T01:58:42.111.fits,22,2,832.0,832.0,4100.0,4100.0,48.0,48.0,864.8,864.8,37.87401259208353,37.8740454,-21.16039678971842,-21.1603665,37.824351373786975,37.8243842,-21.352245709290752,-21.3522128,59598.08287933702,2459598.582879337,59598.08288748609,2459598.582887486,48243.0,48243.0,,0.01,,152.2,,1450457.0,,91.08,,0.2865
OMEGA.2022-01-19T01:58:42.111.fits,26,3,1840.0,1840.0,4200.0,4200.0,832.0,832.0,100.0,100.0,37.9376751760289,37.9377079,-20.914695447060968,-20.9146651,37.87400935350853,37.8740422,-21.157847500677,-21.1578172,59598.082869051024,2459598.582869051,59598.082879146095,2459598.582879146,48243.0,48243.0,,0.22,,150.4,,1450385.0,,90.96,,0.2865
OMEGA.2022-01-19T01:58:42.111.fits,30,5,2096.0,2096.0,804.4,804.4,1920.0,1920.0,100.0,100.0,37.95380837156334,37.9538411,-20.85150963050532,-20.8514771,37.942715399856745,37.9427482,-20.893286291584577,-20.893256,59598.08286654903,2459598.582866549,59598.0828683041,2459598.582868304,48243.0,48243.0,,0.45,,154.4,,1450334.0,,90.86,,0.2866
OMEGA.2022-01-19T01:58:42.111.fits,31,6,784.0,784.0,4200.0,4200.0,48.0,48.0,1125.0,1125.0,38.00609139431758,38.0061241,-20.650121308530927,-20.650091,37.959799975356944,37.9598327,-20.83249383038604,-20.8324635,59598.08285793103,2459598.582857931,59598.082865802106,2459598.582865802,48243.0,48243.0,,0.1,,171.4,,1450304.0,,90.78,,0.2866
OMEGA.2022-01-19T02:20:26.865.fits,28,1,336.0,336.0,4200.0,4200.0,48.0,48.0,100.0,100.0,34.03897727368017,34.0390089,-20.725300437656376,-20.7252708,34.02138808000344,34.0214197,-20.968409894969486,-20.9683803,59598.10019686818,2459598.600196868,59598.100210576784,2459598.600210577,21103.0,21103.0,,0.79,,50.5,,1936688.0,,94.28,,0.206
OMEGA.2022-01-19T02:20:26.865.fits,32,2,592.0,592.0,4200.0,4200.0,352.0,352.0,100.0,100.0,34.05442115778585,34.0544527,-20.46080417254601,-20.4607745,34.03993017429153,34.0399617,-20.70389667214315,-20.703867,59598.10018185619,2459598.600181856,59598.1001955648,2459598.600195565,21103.0,21103.0,,0.16,,80.2,,1937806.0,,94.18,,0.2058
OMEGA.2022-01-19T04:27:33.607.fits,16,2,48.0,48.0,4200.0,4200.0,2096.0,2096.0,3431.0,3431.0,172.63628235319055,172.6363218,-43.697144809551766,-43.6971142,172.80420790411893,172.8042473,-43.7428622929135,-43.7428316,59598.18794058682,2459598.687940587,59598.18795179389,2459598.687951794,25650.0,25650.0,,0.06,,25.5,,2338039.0,,79.78,,0.1362
OMEGA.2022-01-19T04:27:33.607.fits,29,4,48.0,48.0,3367.2,3367.2,2096.0,2096.0,2630.2,2630.2,172.81175759550675,172.811797,-43.74664455982024,-43.7466146,172.97995232770313,172.9799916,-43.79020832172416,-43.7901765,59598.187952262815,2459598.687952263,59598.187963469885,2459598.68796347,25650.0,25650.0,,0.83,,35.9,,2341890.0,,79.9,,0.1358
OMEGA.2022-01-19T04:27:33.607.fits,30,5,48.0,48.0,2566.4,2566.4,2096.0,2096.0,1829.4,1829.4,172.98743706801287,172.9874764,-43.79397916861573,-43.7939481,173.1558928684084,173.1559321,-43.8372849991879,-43.837252,59598.187963938806,2459598.687963939,59598.18797486788,2459598.687974868,25650.0,25650.0,,0.82,,32.1,,2345829.0,,80.03,,0.1355
OMEGA.2022-01-19T04:27:33.607.fits,31,7,48.0,48.0,1765.6,1765.6,2096.0,2096.0,996.6,996.6,173.1637233948844,173.1637626,-43.84104333394455,-43.8410111,173.332454693321,173.3324939,-43.88598645062879,-43.8859541,59598.1879756148,2459598.687975615,59598.18798682187,2459598.687986822,25650.0,25650.0,,0.02,,42.4,,2349794.0,,80.16,,0.1351
OMEGA.2022-01-19T04:27:33.607.fits,32,8,48.0,48.0,964.8,964.8,2096.0,2096.0,195.8,195.8,173.34003886598046,173.340078,-43.88783680965653,-43.8878034,173.50903179121082,173.5090709,-43.93251921049824,-43.9324857,59598.18798729079,2459598.687987291,59598.18799849786,2459598.687998498,25650.0,25650.0,,0.01,,39.2,,2353771.0,,80.28,,0.1347
OMEGA.2022-01-19T04:58:39.792.fits,28,9,48.0,48.0,3655.5,3655.5,2096.0,2096.0,3687.3,3687.3,105.22339661064996,105.2234307,16.824666808499202,16.8246944,105.35024049429695,105.3502746,16.82626781641729,16.8262939,59598.20994027518,2459598.709940275,59598.20998734422,2459598.709987344,44115.0,44115.0,,1.16,,667.3,,9208955.0,,15.23,,0.03093
OMEGA.2022-01-20T01:08:39.847.astred.cal.fits,3,16,2096.0,2096.0,2209.9,2209.9,1328.0,1328.0,0.0,0.0,44.83581727502935,44.8358425,-16.85098426109641,-16.8500141,44.78823868466389,44.7881451,-16.981967653762894,-16.9809855,59599.04769000411,2459599.547690004,59599.04769370519,2459599.547693705,28811.0,28811.0,,0.21,,136.1,,970303.0,,84.17,,0.4405
OMEGA.2022-01-20T01:08:39.847.astred.cal.fits,9,17,48.0,48.0,3239.1,3239.1,2096.0,2096.0,3078.7,3078.7,44.444464508813695,44.4454123,-16.28575406427186,-16.2843485,44.57087869210096,44.5718767,-16.295380832589533,-16.2941334,59599.048152318224,2459599.548152318,59599.04816491483,2459599.548164915,42071.0,42071.0,,0.73,,831.1,,2882161.0,,84.21,,0.1121
OMEGA.2022-01-20T01:08:39.847.astred.cal.fits,10,1,48.0,48.0,3046.9,3046.9,2096.0,2096.0,2982.6,2982.6,44.576529091307336,44.5774316,-16.29723299029319,-16.2960278,44.70294643039266,44.7039218,-16.300989720993975,-16.3000377,59599.04816566221,2459599.548165662,59599.04817825882,2459599.548178259,42071.0,42071.0,,1.95,,827.1,,2881156.0,,84.1,,0.1122
OMEGA.2022-01-20T01:08:39.847.astred.cal.fits,11,2,48.0,48.0,2950.8,2950.8,2096.0,2096.0,2790.4,2790.4,44.70900425135447,44.7097254,-16.30294401733852,-16.301929,44.83536632964221,44.8362207,-16.3124580843298,-16.311557,59599.04817872821,2459599.548178728,59599.04819160281,2459599.548191603,42071.0,42071.0,,0.74,,823.1,,2880159.0,,83.98,,0.1122
OMEGA.2022-01-20T01:08:39.847.astred.cal.fits,11,5,48.0,48.0,2886.7,2886.7,2096.0,2096.0,2790.4,2790.4,44.70900347219712,44.7097203,-16.306740610033486,-16.3057261,44.83536632964221,44.8362207,-16.3124580843298,-16.311557,59599.04817872821,2459599.548178728,59599.04819160281,2459599.548191603,42071.0,42071.0,,1.05,,791.1,,2880159.0,,83.98,,0.1122
OMEGA.2022-01-20T01:08:39.847.astred.cal.fits,12,6,48.0,48.0,2822.7,2822.7,2096.0,2096.0,2662.2,2662.2,44.84108942343735,44.8420285,-16.31049928265475,-16.309647,44.96748707135494,44.9685366,-16.31990594036028,-16.3191965,59599.048192072194,2459599.548192072,59599.0482046688,2459599.548204669,42071.0,42071.0,,0.74,,834.9,,2879170.0,,83.87,,0.1123
OMEGA.2022-01-20T01:08:39.847.astred.cal.fits,12,8,48.0,48.0,2758.6,2758.6,2096.0,2096.0,2662.2,2662.2,44.84109232203508,44.842026,-16.314296454012354,-16.3134449,44.96748707135494,44.9685366,-16.31990594036028,-16.3191965,59599.048192072194,2459599.548192072,59599.0482046688,2459599.548204669,42071.0,42071.0,,1.04,,802.9,,2879170.0,,83.87,,0.1123
OMEGA.2022-01-20T01:08:39.847.astred.cal.fits,25,10,48.0,48.0,2662.5,2662.5,2096.0,2096.0,2566.2,2566.2,44.97320409959124,44.9742198,-16.319899951072404,-16.3191817,45.09960492738106,45.100738,-16.325505506351274,-16.3248546,59599.04820541618,2459599.548205416,59599.04821801279,2459599.548218013,42071.0,42071.0,,1.04,,846.3,,2878190.0,,83.76,,0.1123
OMEGA.2022-01-20T01:08:39.847.astred.cal.fits,26,11,48.0,48.0,2534.4,2534.4,2096.0,2096.0,2438.0,2438.0,45.10542989989152,45.106361,-16.32736875506511,-16.3267352,45.23177307385753,45.2328867,-16.332688709193775,-16.3323293,59599.048218482174,2459599.548218482,59599.04823107878,2459599.548231079,42071.0,42071.0,,1.03,,857.5,,2877220.0,,83.64,,0.1124
OMEGA.2022-01-20T01:08:39.847.astred.cal.fits,26,12,48.0,48.0,2470.3,2470.3,2096.0,2096.0,2438.0,2438.0,45.105443353088845,45.1063636,-16.331166240430782,-16.3305329,45.23177307385753,45.2328867,-16.332688709193775,-16.3323293,59599.048218482174,2459599.548218482,59599.04823107878,2459599.548231079,42071.0,42071.0,,2.82,,825.5,,2877220.0,,83.64,,0.1124
OMEGA.2022-01-20T01:08:39.847.astred.cal.fits,27,13,48.0,48.0,2406.2,2406.2,2096.0,2096.0,2245.8,2245.8,45.23774894348867,45.2387582,-16.334617967816904,-16.3342061,45.36420312990463,45.3652977,-16.343600262441253,-16.3435191,59599.04823182616,2459599.548231826,59599.04824442277,2459599.548244423,42071.0,42071.0,,0.76,,836.7,,2876256.0,,83.53,,0.1124
OMEGA.2022-01-20T01:08:39.847.astred.cal.fits,27,14,48.0,48.0,2342.2,2342.2,2096.0,2096.0,2245.8,2245.8,45.23776408712819,45.2387634,-16.338409695410014,-16.338004,45.36420312990463,45.3652977,-16.343600262441253,-16.3435191,59599.04823182616,2459599.548231826,59599.04824442277,2459599.548244423,42071.0,42071.0,,1.02,,804.8,,2876256.0,,83.53,,0.1124
OMEGA.2022-01-20T01:08:39.847.astred.cal.fits,28,15,48.0,48.0,2246.1,2246.1,2096.0,2096.0,2149.7,2149.7,45.37012800254454,45.3709814,-16.343608574014503,-16.3434936,45.49648950548745,45.4975194,-16.349048210187156,-16.3489296,59599.04824489216,2459599.548244892,59599.04825776722,2459599.548257767,42071.0,42071.0,,1.02,,847.6,,2875302.0,,83.42,,0.1125
OMEGA.2022-01-20T01:30:58.461.astred.cal.fits,3,4,640.0,640.0,4100.0,4100.0,2096.0,2096.0,3523.2,3523.2,37.456468171560005,37.4576921,-21.43813253613215,-21.4371576,37.54912328847275,37.550394,-21.472292799741098,-21.4714563,59599.063594935,2459599.563594935,59599.06362949405,2459599.563629494,44494.0,44494.0,,1.01,,8.5,,7635631.0,,92.28,,0.03198
OMEGA.2022-01-20T01:30:58.461.astred.cal.fits,4,5,48.0,48.0,3427.3,3427.3,2096.0,2096.0,2626.3,2626.3,37.55511570865737,37.5563772,-21.47803653490781,-21.4771432,37.68563778251775,37.6868519,-21.525237430970865,-21.5246851,59599.06363218697,2459599.563632187,59599.06368064601,2459599.563680646,44494.0,44494.0,,1.26,,22.9,,7635629.0,,92.2,,0.03197
OMEGA.2022-01-20T01:30:58.461.astred.cal.fits,5,6,48.0,48.0,1665.6,1665.6,2096.0,2096.0,832.6,832.6,37.14633269258047,37.1478417,-21.31770524406738,-21.3164177,37.2765187513938,37.2780296,-21.367384931423143,-21.3661728,59599.063478731085,2459599.563478731,59599.063527468126,2459599.563527468,44494.0,44494.0,,0.47,,17.3,,7635644.0,,92.5,,0.03202
OMEGA.2022-01-20T01:30:58.461.astred.cal.fits,6,7,48.0,48.0,768.8,768.8,1920.0,1920.0,0.0,0.0,37.28256446570472,37.2837484,-21.371048893381246,-21.3699698,37.40172693903386,37.4028324,-21.416593886800605,-21.4157897,59599.063529883046,2459599.563529883,59599.06357445009,2459599.56357445,44494.0,44494.0,,0.29,,27.5,,7635636.0,,92.4,,0.032
OMEGA.2022-01-20T01:30:58.461.astred.cal.fits,17,1,48.0,48.0,2530.5,2530.5,2096.0,2096.0,1697.4,1697.4,37.69173072494701,37.6927151,-21.53072091670576,-21.530367,37.82234821249424,37.8232824,-21.579746567425705,-21.5797013,59599.063683338,2459599.563683338,59599.06373207597,2459599.563732076,44494.0,44494.0,,0.49,,42.2,,7635630.0,,92.1,,0.03195
OMEGA.2022-01-20T01:30:58.461.astred.cal.fits,18,2,48.0,48.0,1665.6,1665.6,2096.0,2096.0,832.6,832.6,37.828151312284135,37.8290856,-21.58176326676965,-21.5815806,37.95870473827413,37.9597425,-21.6309570331252,-21.6308074,59599.06373421196,2459599.563734212,59599.063782949,2459599.563782949,44494.0,44494.0,,0.5,,17.4,,7635634.0,,92.0,,0.03193
OMEGA.2022-01-20T01:30:58.461.astred.cal.fits,19,3,48.0,48.0,736.7,736.7,1872.0,1872.0,0.0,0.0,37.964996047579504,37.9658117,-21.636565574171264,-21.6364792,38.08146321928308,38.0822547,-21.679701537606835,-21.6799202,59599.06378591992,2459599.56378592,59599.063829374965,2459599.563829375,44494.0,44494.0,,0.64,,48.7,,7635641.0,,91.9,,0.03192
OMEGA.2022-01-20T01:55:34.105.astred.cal.fits,32,4,208.0,208.0,4200.0,4200.0,1536.0,1536.0,100.0,100.0,105.2358625466622,105.2274473,17.126086080066496,17.119317,105.31798332248788,105.3091966,16.88302241845363,16.8760817,59599.08172610495,2459599.581726105,59599.081766224,2459599.581766224,20536.0,20536.0,,0.07,,451.4,,5751765.0,,15.99,,0.07495
OMEGA.2022-01-20T02:01:38.556.astred.cal.fits,5,2,48.0,48.0,1286.0,1281.3,2096.0,2096.0,1405.0,1409.1,104.29487000063048,104.2921218,16.439193079601555,16.4356317,104.42135945238915,104.4186882,16.446592568299845,16.4434907,59599.086615376174,2459599.586607314,59599.08695879299,2459599.586951009,26880.0,26880.0,,0.2,,71.5,,37579166.0,,17.01,,0.004682
OMEGA.2022-01-20T02:01:38.556.astred.cal.fits,6,3,48.0,48.0,1408.0,1377.3,2096.0,2096.0,1529.0,1537.2,104.42722021548758,104.4242551,16.44689414225764,16.4416171,104.55370685475908,104.5508319,16.45446835729902,16.451296,59599.0869748299,2459599.586965656,59599.087318247184,2459599.587309907,26880.0,26880.0,,1.08,,85.5,,37579737.0,,16.88,,0.004682
OMEGA.2022-01-20T02:01:38.556.astred.cal.fits,7,4,48.0,48.0,1539.0,1505.5,2096.0,2096.0,1652.0,1665.4,104.55960712012175,104.5566451,16.45489152047541,16.4494192,104.6860818013726,104.6832361,16.462027220783213,16.4590188,59599.08733428409,2459599.587325388,59599.08767769998,2459599.58766936,26880.0,26880.0,,1.07,,84.1,,37580305.0,,16.76,,0.004682
OMEGA.2022-01-20T02:01:38.556.astred.cal.fits,8,5,48.0,48.0,1655.0,1633.6,2096.0,2096.0,1776.0,1793.5,104.69159671153574,104.6890484,16.462325416217116,16.4571383,104.81812105146402,104.8156523,16.469732249610264,16.4666585,59599.08769262489,2459599.587684841,59599.08803632017,2459599.588028814,26880.0,26880.0,,1.07,,83.1,,37580870.0,,16.64,,0.004682
OMEGA.2022-01-20T02:01:38.556.astred.cal.fits,24,1,48.0,48.0,832.8,832.8,2096.0,2096.0,256.0,256.0,105.22121411541846,105.2182333,16.413888283535698,16.4093274,105.34772210227769,105.3447046,16.37986278170813,16.3748552,59599.08481004601,2459599.584808656,59599.084923557006,2459599.584922445,43967.0,43967.0,,0.6,,17.3,,17323737.0,,16.17,,0.01365
OMEGA.2022-01-20T02:07:43.147.astred.cal.fits,7,5,992.0,,4100.0,,2096.0,,3971.6,,104.6086825363296,,16.610946127485892,,104.6769518097489,,16.6035796940637,,59599.09225242119,,59599.09243348613,,20110.0,,,,,,,,,,,
OMEGA.2022-01-20T02:07:43.147.astred.cal.fits,9,6,48.0,48.0,708.6,708.6,2096.0,2096.0,484.1,484.1,104.28522853047603,104.2828408,16.64891045558599,16.645514,104.41193828131512,104.4095891,16.63603240673163,16.6324882,59599.091394235846,2459599.591388954,59599.091729869135,2459599.591724865,20110.0,20110.0,,1.03,,94.8,,36802556.0,,16.97,,0.004802
OMEGA.2022-01-20T02:07:43.147.astred.cal.fits,10,1,48.0,48.0,420.3,420.3,2096.0,2096.0,195.8,195.8,104.417819315306,104.4151654,16.632336995059987,16.6287158,104.5444834772672,104.5418973,16.619523211096215,16.6156093,59599.09174646204,2459599.591740624,59599.092081815936,2459599.592076256,20110.0,20110.0,,1.02,,109.6,,36801461.0,,16.85,,0.004802
OMEGA.2022-01-20T02:07:43.147.astred.cal.fits,11,2,48.0,48.0,164.1,164.1,608.0,608.0,100.0,100.0,104.55030541211056,104.5477155,16.61760671732063,16.6137325,104.58493283961188,104.5823659,16.613890614988236,16.6099752,59599.092097574845,2459599.592092293,59599.092189401854,2459599.59218412,20110.0,20110.0,,0.75,,107.1,,36800530.0,,16.75,,0.004803
OMEGA.2022-01-20T02:07:43.147.astred.cal.fits,22,7,1944.0,,1939.0,,2096.0,,1949.0,,105.064786158837,,16.483627463816905,,105.07417650999648,,16.484217051386505,,59599.08869711822,,59599.08872262109,,26880.0,,,,,,,,,,,
OMEGA.2022-01-20T02:07:43.147.astred.cal.fits,23,3,48.0,48.0,1955.0,1953.9,2096.0,2096.0,2072.0,2081.8,105.08014550882794,105.0773716,16.48449389008762,16.4801477,105.20668597510108,105.2040024,16.49155954641467,16.4875302,59599.08873881213,2459599.588739338,59599.08908232115,2459599.589083033,26880.0,26880.0,,0.14,,83.6,,37582504.0,,16.27,,0.004682
