file_name,extension,ID,x_start[px]_df1,x_start[px]_df2,y_start[px]_df1,y_start[px]_df2,x_end[px]_df1,x_end[px]_df2,y_end[px]_df1,y_end[px]_df2,ra_start[deg]_df1,ra_start[deg]_df2,dec_start[deg]_df1,dec_start[deg]_df2,ra_end[deg]_df1,ra_end[deg]_df2,dec_end[deg]_df1,dec_end[deg]_df2,JD_start[UTC]_df1,JD_start[UTC]_df2,JD_end[UTC]_df1,JD_end[UTC]_df2,norad_number_df1,norad_number_df2,angle_offset[deg]_df1,angle_offset[deg]_df2,pixel_offset[px]_df1,pixel_offset[px]_df2,range[m]_df1,range[m]_df2,phase_angle[deg]_df1,phase_angle[deg]_df2,ang_vel[deg/s]_df1,ang_vel[deg/s]_df2
OMEGA.2022-01-07T01:40:20.875.fits,24,2,768.0,768.0,4100.0,4100.0,736.0,736.0,0.0,0.0,45.4244353692587,45.4244665,-16.477367957506523,-16.4773382,45.423012067588175,45.4230433,-16.72043648424946,-16.7204067,59586.07042877702,2459586.570428777,59586.07043970702,2459586.570439707,40062.0,40062.0,,0.22,,123.2,,1560870.0,,72.45,,0.2585
OMEGA.2022-01-07T01:40:20.875.fits,28,3,784.0,784.0,4200.0,4200.0,768.0,768.0,100.0,100.0,45.42486135949967,45.4248925,-16.231752412471117,-16.2317226,45.42442952997992,45.4244607,-16.47481873117896,-16.4747889,59586.07041765703,2459586.570417657,59586.07042858703,2459586.570428587,40062.0,40062.0,,0.0,,130.8,,1561662.0,,72.32,,0.2583
OMEGA.2022-01-07T01:40:20.875.fits,32,4,800.0,800.0,4200.0,4200.0,784.0,784.0,100.0,100.0,45.42524311885056,45.4252742,-15.967294972678198,-15.9672652,45.42481235656141,45.4248435,-16.210351198856642,-16.2103214,59586.07040570397,2459586.570405704,59586.07041663304,2459586.570416633,40062.0,40062.0,,0.01,,130.0,,1562542.0,,72.19,,0.258
OMEGA.2022-01-07T01:52:29.837.fits,26,1,48.0,48.0,3271.1,3271.1,2096.0,2096.0,2886.5,2886.5,45.11062678758891,45.1106585,-16.274749551173898,-16.2747181,45.23714161050448,45.2371733,-16.297433235868464,-16.2974047,59586.08137923293,2459586.581379233,59586.0815227679,2459586.581522768,84434.0,84434.0,,0.13,,294.4,,16555565.0,,72.49,,0.01059
OMEGA.2022-01-07T02:19:39.241.fits,8,12,880.0,880.0,4100.0,4100.0,2096.0,2096.0,3170.8,3170.8,35.938078943936965,35.9380497,-6.495277299630589,-6.4952475,35.99351554613068,35.9934837,-6.423182431623434,-6.4231527,59586.09717711713,2459586.597177117,59586.0971823982,2459586.597182398,1726.0,1726.0,,0.53,,293.7,,2050129.0,,75.94,,0.1918
OMEGA.2022-01-07T02:19:39.241.fits,10,1,48.0,48.0,4039.8,4039.8,2096.0,2096.0,2470.1,2470.1,35.700288804420616,35.700257,-6.798521654118408,-6.7984919,35.79404043314514,35.7940135,-6.677144543895068,-6.6771148,59586.09715376515,2459586.597153765,59586.09716293821,2459586.597162938,1726.0,1726.0,,0.49,,293.0,,2049700.0,,76.24,,0.1918
OMEGA.2022-01-07T02:19:39.241.fits,11,2,48.0,48.0,2374.2,2374.2,2096.0,2096.0,804.4,804.4,35.79976621926363,35.7997359,-6.671573402477259,-6.6715436,35.89347750419708,35.8934461,-6.55017410550138,-6.5501443,59586.09716349514,2459586.597163495,59586.09717266821,2459586.597172668,1726.0,1726.0,,0.46,,296.7,,2049899.0,,76.09,,0.1918
OMEGA.2022-01-07T02:19:39.241.fits,12,3,48.0,48.0,676.6,676.6,816.0,816.0,100.0,100.0,35.90110443192241,35.9010774,-6.544601852440244,-6.5445721,35.93551315638377,35.9354839,-6.499071598255374,-6.4990418,59586.097173225135,2459586.597173225,59586.0971768382,2459586.597176838,1726.0,1726.0,,1.03,,272.7,,2050023.0,,76.01,,0.1918
OMEGA.2022-01-07T02:19:39.241.fits,13,4,48.0,48.0,1253.1,1253.1,1536.0,1536.0,100.0,100.0,35.60024377285189,35.600213,-6.925206584788484,-6.9251768,35.66915100549506,35.6691218,-6.837039179523525,-6.8370094,59586.09714375716,2459586.597143757,59586.09715070622,2459586.597150706,1726.0,1726.0,,0.21,,289.6,,2049470.0,,76.41,,0.1919
OMEGA.2022-01-07T02:19:39.241.fits,19,5,176.0,176.0,4100.0,4100.0,2096.0,2096.0,2626.3,2626.3,36.20396423554829,36.203935,-6.156215351851088,-6.1561856,36.291758377717336,36.2917284,-6.042341097984195,-6.0423114,59586.09720324911,2459586.597203249,59586.097211866174,2459586.597211866,1726.0,1726.0,,0.34,,286.6,,2050818.0,,75.52,,0.1916
OMEGA.2022-01-07T02:19:39.241.fits,20,6,48.0,48.0,2530.5,2530.5,2096.0,2096.0,928.7,928.7,36.29746552471577,36.2974382,-6.036883401371132,-6.0368537,36.39284423909362,36.3928176,-5.915405606790522,-5.9153759,59586.09721242311,2459586.597212423,59586.09722159617,2459586.597221596,1726.0,1726.0,,0.2,,270.1,,2051078.0,,75.38,,0.1915
OMEGA.2022-01-07T02:19:39.241.fits,22,8,48.0,48.0,1409.4,1409.4,1856.0,1856.0,0.0,0.0,36.09855962132345,36.0985319,-6.2908938027801655,-6.290864,36.182570902356886,36.1825417,-6.183674220893892,-6.1836445,59586.09719268512,2459586.597192685,59586.09720102418,2459586.597201024,1726.0,1726.0,,0.06,,279.8,,2050530.0,,75.69,,0.1917
OMEGA.2022-01-07T02:46:09.096.fits,12,1,1840.0,1840.0,4200.0,4200.0,1504.0,1504.0,100.0,100.0,34.666068075299926,34.6660367,-6.342490934676989,-6.3424612,34.91063646304173,34.9106051,-6.362469491714975,-6.3624398,59586.1159076402,2459586.61590764,59586.116390801966,2459586.616390802,46859.0,46859.0,,0.29,,105.0,,26182144.0,,76.97,,0.006412
OMEGA.2022-01-07T02:46:09.096.fits,16,2,2096.0,2096.0,2854.4,2854.4,1856.0,1856.0,100.0,100.0,34.48025006584928,34.4802164,-6.32719309399979,-6.3271633,34.64453491284214,34.6445036,-6.34153173255273,-6.341502,59586.11554234801,2459586.615542348,59586.11586538283,2459586.615865383,46859.0,46859.0,,0.56,,93.0,,26130369.0,,77.14,,0.006439
OMEGA.2022-01-07T03:36:21.804.fits,1,1,416.0,416.0,4100.0,4100.0,48.0,48.0,2370.3,2370.3,37.17528919804976,37.1753224,-21.428209219550325,-21.4281802,37.15147674864575,37.15151,-21.530674759948937,-21.530645,59586.15375368297,2459586.653753683,59586.15375960898,2459586.653759609,23441.0,23441.0,,0.23,,13.4,,1962017.0,,81.71,,0.2077
OMEGA.2022-01-07T03:36:21.804.fits,5,4,1376.0,1376.0,4100.0,4100.0,496.0,496.0,0.0,0.0,37.23724435512211,37.2372775,-21.16404023505515,-21.1640112,37.18045795384187,37.1804912,-21.40694241568292,-21.4069134,59586.15373839298,2459586.653738393,59586.15375238098,2459586.653752381,23441.0,23441.0,,0.09,,8.7,,1962122.0,,81.58,,0.2077
OMEGA.2022-01-07T03:36:21.804.fits,9,5,2096.0,2096.0,3302.9,3302.9,1392.0,1392.0,100.0,100.0,37.283550182223486,37.2835833,-20.971726082445777,-20.9716984,37.2382693468362,37.2383025,-21.161493745689445,-21.1614647,59586.15372727299,2459586.653727273,59586.15373820299,2459586.653738203,23441.0,23441.0,,0.23,,18.4,,1962267.0,,81.43,,0.2077
OMEGA.2022-01-07T03:36:21.804.fits,10,2,144.0,144.0,4200.0,4200.0,48.0,48.0,3687.5,3687.5,37.29550242576601,37.2955355,-20.91857051592021,-20.9185414,37.28932656513579,37.2893597,-20.94893912029992,-20.9489098,59586.15372421499,2459586.653724215,59586.153725971,2459586.653725971,23441.0,23441.0,,1.54,,24.9,,1962367.0,,81.34,,0.2077
OMEGA.2022-01-07T03:36:21.804.fits,14,3,1104.0,1104.0,4200.0,4200.0,224.0,224.0,100.0,100.0,37.357033012569886,37.3570661,-20.654242608825733,-20.6542135,37.30063663133258,37.3006697,-20.897180895253022,-20.8971518,59586.153709203005,2459586.653709203,59586.15372319101,2459586.653723191,23441.0,23441.0,,0.01,,19.8,,1962492.0,,81.24,,0.2076
OMEGA.2022-01-07T03:42:26.405.fits,28,1,1840.0,1840.0,4200.0,4200.0,2096.0,2096.0,3527.1,3527.1,38.214022332185294,38.2140551,-20.92657500730881,-20.9265445,38.23041529130055,38.2304481,-20.96641593452091,-20.9663857,59586.15600397391,2459586.656003974,59586.15600795299,2459586.656007953,25886.0,25886.0,,0.9,,61.1,,2728369.0,,80.59,,0.1302
OMEGA.2022-01-07T03:42:26.405.fits,32,2,240.0,240.0,4200.0,4200.0,1712.0,1712.0,100.0,100.0,38.11172119419936,38.111754,-20.662398383935017,-20.6623679,38.20582406860304,38.2058569,-20.90519859222834,-20.9051681,59586.15597867593,2459586.655978676,59586.15600183699,2459586.656001837,25886.0,25886.0,,0.21,,66.4,,2731668.0,,80.57,,0.13
OMEGA.2022-01-07T03:48:30.986.fits,1,1,256.0,256.0,4100.0,4100.0,48.0,48.0,3139.1,3139.1,37.1516875948357,37.1517208,-21.43236057973162,-21.4323311,37.13823169399013,37.1382649,-21.489282372755028,-21.4892549,59586.159332673065,2459586.659332673,59586.15933609614,2459586.659336096,18336.0,18336.0,,0.55,,13.0,,2016520.0,,81.72,,0.202
OMEGA.2022-01-07T03:48:30.986.fits,5,3,1280.0,1280.0,4100.0,4100.0,336.0,336.0,0.0,0.0,37.21773132967725,37.2177645,-21.16820684958249,-21.1681773,37.15685796626444,37.1568912,-21.411094121627738,-21.4110646,59586.15931710508,2459586.659317105,59586.15933137015,2459586.65933137,18336.0,18336.0,,0.23,,15.4,,2016593.0,,81.61,,0.202
OMEGA.2022-01-07T03:48:30.986.fits,9,4,2096.0,2096.0,3687.3,3687.3,1280.0,1280.0,100.0,100.0,37.27020477144482,37.2702378,-20.95312054431927,-20.953094,37.217739320095056,37.2177725,-21.16565763032552,-21.1656281,59586.15930431709,2459586.659304317,59586.15931691416,2459586.659316914,18336.0,18336.0,,0.12,,18.2,,2016719.0,,81.45,,0.202
OMEGA.2022-01-07T03:48:30.986.fits,14,2,1088.0,1088.0,4200.0,4200.0,160.0,160.0,100.0,100.0,37.34261285766443,37.3426459,-20.65842383359317,-20.6583943,37.28316712037488,37.2832002,-20.901354707250963,-20.9013252,59586.1592868031,2459586.659286803,59586.15930134617,2459586.659301346,18336.0,18336.0,,0.11,,31.3,,2016905.0,,81.26,,0.202
OMEGA.2022-01-08T01:17:35.453.astred.cal.fits,4,3,2000.0,2000.0,0.0,0.0,624.0,624.0,4100.0,4100.0,44.96231522813464,44.9625739,-16.979926847572465,-16.9810677,44.87678205295377,44.8773999,-16.737189907273848,-16.7379847,59587.054169368,2459587.554169368,59587.05419558706,2459587.554195587,28980.0,28980.0,,0.02,,237.3,,3137693.0,,73.81,,0.114
OMEGA.2022-01-08T01:17:35.453.astred.cal.fits,7,4,2096.0,2096.0,1697.4,1697.4,1280.0,1280.0,4100.0,4100.0,44.83539217651327,44.8360071,-16.615171672021763,-16.616047,44.7847579879389,44.7856591,-16.472917194396597,-16.4735689,59587.05420884397,2459587.554208844,59587.05422422104,2459587.554224221,28980.0,28980.0,,0.21,,224.1,,3137505.0,,73.74,,0.114
OMEGA.2022-01-08T01:17:35.453.astred.cal.fits,8,5,512.0,512.0,0.0,0.0,48.0,48.0,1409.4,1409.4,44.86968067195124,44.8704773,-16.715547996634832,-16.7166981,44.8409001218897,44.8418113,-16.63209239491713,-16.633127,59587.05419772398,2459587.554197724,59587.05420698505,2459587.554206985,28980.0,28980.0,,0.32,,225.9,,3137572.0,,73.77,,0.114
OMEGA.2022-01-08T01:17:35.453.astred.cal.fits,11,1,1264.0,1264.0,100.0,100.0,48.0,48.0,3719.5,3719.5,44.7837390567705,44.7846724,-16.46996454805053,-16.4710187,44.70875361472018,44.7097871,-16.255517966935695,-16.2563538,59587.05422441103,2459587.554224411,59587.05424757302,2459587.554247573,28980.0,28980.0,,0.02,,230.9,,3137432.0,,73.7,,0.114
OMEGA.2022-01-08T01:17:35.453.astred.cal.fits,14,2,1904.0,1904.0,100.0,100.0,544.0,544.0,4200.0,4200.0,44.69102874570132,44.6921976,-16.205493018265624,-16.2064455,44.60722737154688,44.6086905,-15.962590975538337,-15.9632625,59587.05425304501,2459587.554253045,59587.054279264994,2459587.554279265,28980.0,28980.0,,0.21,,227.1,,3137361.0,,73.65,,0.1141
OMEGA.2022-01-08T02:47:50.119.astred.cal.fits,5,1,48.0,48.0,995.0,993.0,2096.0,2096.0,1112.0,1120.8,104.29873993230431,104.2964795,16.430036509343886,16.426882,104.42522964384035,104.4230401,16.43732224863023,16.4347408,59587.11967559392,2459587.619643566,59587.12001901399,2459587.619987261,26880.0,26880.0,,0.19,,65.4,,37572683.0,,7.29,,0.004683
OMEGA.2022-01-08T02:47:50.119.astred.cal.fits,6,2,48.0,,1115.0,,1384.0,,1193.0,,104.43109872125925,,16.43762923744624,,104.51361275690584,,16.44251721010119,,59587.12003494194,,59587.12025898602,,26880.0,,,,,,,,,,,
OMEGA.2022-01-08T02:53:55.149.astred.cal.fits,22,1,48.0,48.0,1748.0,1729.7,2096.0,2096.0,1869.0,1889.6,104.95588644427848,104.9535733,16.467927673968973,16.4628326,105.08239684704462,105.0801927,16.475097158272135,16.4721939,59587.121434296016,2459587.621427068,59587.1217777119,2459587.621771318,26880.0,26880.0,,1.04,,85.0,,37575463.0,,6.91,,0.004682
OMEGA.2022-01-08T02:53:55.149.astred.cal.fits,23,2,48.0,48.0,1878.0,1857.8,2096.0,2096.0,1994.0,2017.7,105.08837606468416,105.0860632,16.475546846695497,16.4703024,105.21491505111756,105.2126914,16.48256191017046,16.4795839,59587.12179402681,2459587.621786799,59587.122137444094,2459587.622130772,26880.0,26880.0,,1.03,,85.3,,37576013.0,,6.83,,0.004682
OMEGA.2022-01-08T02:53:55.149.astred.cal.fits,24,3,48.0,48.0,2001.0,1985.9,2096.0,2096.0,2116.0,2113.8,105.22065746459155,105.2183752,16.48287669163389,16.4776891,105.34718806254816,105.3450057,16.489828786171728,16.4849919,59587.122153203,2459587.622145975,59587.12249661982,2459587.62248967,26880.0,26880.0,,0.13,,101.7,,37576558.0,,6.76,,0.004682
OMEGA.2022-01-08T03:57:58.470.astred.cal.fits,14,2,48.0,48.0,2502.3,2502.3,2096.0,2096.0,2341.9,2341.9,148.70355777289075,148.7004284,-0.0270974205315379,-0.0315376,148.82493652196064,148.8218392,-0.0364231993640039,-0.0410472,59587.16529384581,2459587.665293846,59587.16563036293,2459587.665630363,8482.0,8482.0,,1.21,,93.1,,38280907.0,,44.68,,0.004772
OMEGA.2022-01-08T03:57:58.470.astred.cal.fits,15,3,48.0,48.0,2310.2,2310.2,2096.0,2096.0,2117.7,2117.7,148.83048092805222,148.8274117,-0.0384039838593743,-0.0429313,148.95196156591388,148.9488252,-0.0494788557202245,-0.0543399,59587.16564607201,2459587.665646072,59587.165983145125,2459587.665983145,8482.0,8482.0,,0.31,,88.3,,38280091.0,,44.79,,0.004772
OMEGA.2022-01-08T03:57:58.470.astred.cal.fits,16,4,48.0,48.0,2085.9,2085.9,432.0,432.0,2027.9,2027.9,148.95757202612498,148.9543979,-0.0514902636208201,-0.056224,148.98033555182323,148.9771632,-0.054879747216055,-0.0596659,59587.166077318136,2459587.666077318,59587.16613315698,2459587.666133157,8482.0,8482.0,,2.93,,115.0,,38279514.0,,44.87,,0.004772
OMEGA.2022-01-08T04:24:26.654.astred.cal.fits,5,3,48.0,48.0,256.3,256.3,2096.0,2096.0,448.2,448.2,91.30026962483666,91.3025208,-21.982060318768543,-21.9810761,91.43119316191124,91.4334803,-21.97104369667116,-21.9700778,59587.18586296309,2459587.685862963,59587.18654637411,2459587.686546374,15402.0,15402.0,,1.26,,108.8,,34533845.0,,47.5,,0.002381
OMEGA.2022-01-08T04:24:26.654.astred.cal.fits,6,4,48.0,48.0,416.4,416.4,2096.0,2096.0,576.3,576.3,91.43731036181435,91.4392282,-21.97281132882803,-21.9719763,91.56815296960352,91.5701689,-21.96346155627131,-21.9627682,59587.18657547701,2459587.686575477,59587.18725749711,2459587.687257497,15402.0,15402.0,,0.34,,99.4,,34520805.0,,47.44,,0.002383
OMEGA.2022-01-08T04:30:31.115.astred.cal.fits,7,6,1792.0,1792.0,635.9,635.9,2096.0,2096.0,672.4,672.4,91.67675088111812,91.6786902,-21.955931326545706,-21.9552444,91.6961692613929,91.6981243,-21.95375239384134,-21.9530961,59587.18786389008,2459587.68786389,59587.18795198714,2459587.687951987,15402.0,15402.0,,2.68,,118.4,,34501932.0,,47.36,,0.002385
OMEGA.2022-01-08T04:30:31.115.astred.cal.fits,8,7,48.0,48.0,640.6,640.6,2096.0,2096.0,832.6,832.6,91.7017719455163,91.7041311,-21.955487230232208,-21.9549852,91.83258447427608,91.8350423,-21.944053790293264,-21.9436608,59587.187954287045,2459587.687954287,59587.18863603007,2459587.68863603,15402.0,15402.0,,1.16,,107.8,,34493762.0,,47.33,,0.002386
OMEGA.2022-01-08T04:30:31.115.astred.cal.fits,22,2,48.0,48.0,960.9,960.9,2096.0,2096.0,1120.8,1120.8,91.97551234863865,91.9776321,-21.93631688923813,-21.9359917,92.10625676533552,92.1085064,-21.92659786002493,-21.9263499,59587.18937625596,2459587.689376256,59587.19005605299,2459587.690056053,15402.0,15402.0,,0.19,,95.1,,34463396.0,,47.22,,0.00239
OMEGA.2022-01-08T04:30:31.115.astred.cal.fits,23,3,48.0,48.0,1121.1,1121.1,2096.0,2096.0,1281.0,1281.0,92.11253431107744,92.1145776,-21.92664365357047,-21.926325,92.24322576609568,92.2454312,-21.91661508905613,-21.916575,59587.19008737896,2459587.690087379,59587.190766619984,2459587.69076662,15402.0,15402.0,,0.15,,94.4,,34447261.0,,47.17,,0.002392
OMEGA.2022-01-08T04:30:31.115.astred.cal.fits,24,4,48.0,48.0,1281.2,1281.2,2096.0,2096.0,1441.2,1441.2,92.2492064458752,92.2513101,-21.916708154336945,-21.9165456,92.37989742750403,92.3821415,-21.906468960300973,-21.9066878,59587.19079711288,2459587.690797113,59587.19147551898,2459587.691475519,15402.0,15402.0,,0.12,,92.5,,34430533.0,,47.11,,0.002394
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,5,8,48.0,48.0,1025.0,1025.0,2096.0,2096.0,3331.0,3331.0,140.77766053059275,140.7786655,2.261405842853161,2.2586816,140.8990221276306,140.9001308,2.3981543036763147,2.3954289,59587.31546018319,2459587.815460183,59587.31547750579,2459587.815477506,38961.0,38961.0,,0.0,,11.8,,2715933.0,,36.65,,0.1241
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,6,9,48.0,48.0,2850.8,2850.8,2096.0,2096.0,3074.7,3074.7,140.90545547575886,140.905479,2.3669321113751662,2.3669608,141.02697067115773,141.0269942,2.380233978946945,2.3802666,59587.31526808487,2459587.815268085,59587.31597234495,2459587.815972345,23242.0,23242.0,,1.73,,29.6,,36057146.0,,36.73,,0.002327
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,7,10,48.0,48.0,3043.0,3043.0,2096.0,2096.0,3234.9,3234.9,141.0315548799355,141.0325721,2.381254274510649,2.3783835,141.15301244344136,141.1540922,2.392892150906589,2.3897795,59587.31600367185,2459587.816003672,59587.31670654286,2459587.816706543,23242.0,23242.0,,0.8,,23.1,,36042681.0,,36.83,,0.002329
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,8,11,48.0,48.0,3203.1,3203.1,2096.0,2096.0,3395.1,3395.1,141.15842677071103,141.1596701,2.391183769680629,2.3878959,141.27982640148605,141.2811933,2.40270412117394,2.3992808,59587.31673759222,2459587.816737592,59587.31743990583,2459587.817439906,23242.0,23242.0,,0.76,,34.2,,36027609.0,,36.92,,0.002331
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,10,1,656.0,656.0,100.0,100.0,2096.0,2096.0,1637.3,1637.3,140.94044986645218,140.9415347,2.446746391446841,2.4435793,141.02563756492054,141.0269646,2.5380689720577947,2.534735,59587.31548353517,2459587.815483535,59587.31549529778,2459587.815495298,38961.0,38961.0,,1.55,,0.4,,2717977.0,,36.68,,0.1239
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,11,2,48.0,48.0,1797.7,1797.7,2096.0,2096.0,4135.7,4135.7,141.03130129914646,141.032541,2.547535326199333,2.5442458,141.15263799297276,141.1540637,2.68617653508524,2.6828749,59587.315496323165,2459587.815496323,59587.31551364623,2459587.815513646,38961.0,38961.0,,0.35,,17.4,,2719505.0,,36.7,,0.1238
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,11,3,48.0,48.0,1797.7,1797.7,2096.0,2096.0,4039.6,4039.6,141.03130129914646,141.032541,2.547535326199333,2.5442458,141.15264359694746,141.1540643,2.6804820880224924,2.6771782,59587.315496323165,2459587.815496323,59587.31551309023,2459587.81551309,38961.0,38961.0,,0.85,,14.4,,2719505.0,,36.7,,0.1238
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,12,4,1760.0,1760.0,100.0,100.0,960.0,960.0,4200.0,4200.0,141.25993970827204,141.2612549,2.4472033726535103,2.4436228,141.21215395562632,141.2137701,2.690117888472177,2.6866925,59587.31601757184,2459587.816017572,59587.31602155091,2459587.816021551,46942.0,46942.0,,2.41,,866.2,,554468.0,,36.82,,0.7109
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,16,5,336.0,336.0,100.0,100.0,2096.0,2096.0,2085.7,2085.7,141.1752943087051,141.1767336,2.7115890691161044,2.7080917,141.27944359863594,141.2811922,2.8294302193422065,2.8258164,59587.31551689515,2459587.815516895,59587.315531716216,2459587.815531716,38961.0,38961.0,,0.01,,22.7,,2721462.0,,36.72,,0.1237
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,17,6,1312.0,1312.0,0.0,0.0,512.0,512.0,4100.0,4100.0,141.36138221461283,141.361629,1.937426937950639,1.9336554,141.31347000410307,141.3141804,2.180220257473478,2.1767186,59587.31600923184,2459587.816009232,59587.31601321092,2459587.816013211,46942.0,46942.0,,2.41,,484.3,,551640.0,,37.24,,0.718
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,29,7,48.0,48.0,2150.0,2150.0,1856.0,1856.0,4200.0,4200.0,141.2850224845066,141.2866531,2.833179112872944,2.829629,141.39204570570857,141.3939805,2.954861197375234,2.9511526,59587.31553218514,2459587.815532185,59587.31554756221,2459587.815547562,38961.0,38961.0,,0.11,,1.3,,2723063.0,,36.74,,0.1236
OMEGA.2022-01-08T07:39:40.827.astred.cal.fits,14,1,144.0,144.0,3753.1,3753.1,2096.0,2096.0,4007.6,4007.6,140.90091417456122,140.9026721,2.932029644851926,2.9287564,141.01670405879204,141.0185394,2.947255344895594,2.9438759,59587.31922894903,2459587.819228949,59587.31953410478,2459587.819534105,25023.0,25023.0,,1.41,,18.8,,25461260.0,,36.4,,0.004426
OMEGA.2022-01-08T07:39:40.827.astred.cal.fits,15,2,48.0,48.0,3975.8,3975.8,2096.0,2096.0,4200.0,4200.0,141.02224309456489,141.0241197,2.945187046810772,2.9419932,141.14373188064835,141.1456906,2.958752213642206,2.955306,59587.31962554716,2459587.819625547,59587.31997897104,2459587.819978971,25023.0,25023.0,,0.19,,32.6,,25488539.0,,36.49,,0.004417
OMEGA.2022-01-08T07:39:40.827.astred.cal.fits,24,3,48.0,48.0,3811.7,3811.7,2096.0,2096.0,4003.7,4003.7,141.65807499948713,141.6593777,2.431877229805949,2.4280841,141.77941619247915,141.7809017,2.443605408712211,2.439423,59587.31961804116,2459587.819618041,59587.32031757478,2459587.820317575,23242.0,23242.0,,0.6,,44.1,,35962513.0,,37.31,,0.002339
OMEGA.2022-01-08T08:08:42.272.astred.cal.fits,15,1,48.0,48.0,2438.3,2438.3,2096.0,2096.0,452.1,452.1,201.4302520806399,201.4302896,-47.20148937033252,-47.2014608,201.60852320686843,201.6085607,-47.3196757049404,-47.3196463,59587.339398440905,2459587.839398441,59587.33940483397,2459587.839404834,10566.0,10566.0,,0.52,,173.4,,1175496.0,,107.69,,0.3103
OMEGA.2022-01-08T08:08:42.272.astred.cal.fits,20,2,784.0,784.0,4100.0,4100.0,2096.0,2096.0,2818.5,2818.5,202.4469366506077,202.4365754,-47.86805225837225,-47.8703038,202.5642019677001,202.5536141,-47.943125033091846,-47.9455719,59587.33943430288,2459587.839434303,59587.33943847194,2459587.839438472,10566.0,10566.0,,0.26,,155.3,,1186481.0,,108.48,,0.3052
OMEGA.2022-01-08T08:08:42.272.astred.cal.fits,22,3,544.0,544.0,4100.0,4100.0,2096.0,2096.0,2594.3,2594.3,202.03561883578573,202.0356564,-47.60749388136743,-47.607464,202.17272498062712,202.1727625,-47.69639964084431,-47.6963708,59587.33942012489,2459587.839420125,59587.33942484995,2459587.83942485,10566.0,10566.0,,0.48,,159.0,,1182020.0,,108.16,,0.3073
OMEGA.2022-01-08T08:08:42.272.astred.cal.fits,23,4,48.0,48.0,2466.4,2466.4,2096.0,2096.0,480.2,480.2,202.1914785648217,202.1811855,-47.70179306564099,-47.7039245,202.3734561396464,202.3628659,-47.818460355791046,-47.8209337,59587.33942540688,2459587.839425407,59587.33943179995,2459587.8394318,10566.0,10566.0,,0.48,,155.5,,1184040.0,,108.31,,0.3063
OMEGA.2022-01-08T08:08:42.272.astred.cal.fits,24,5,48.0,48.0,352.3,352.3,416.0,416.0,0.0,0.0,202.3818720573767,202.3710715,-47.82610230550608,-47.8284745,202.4147030167734,202.4038081,-47.846757588928135,-47.8491966,59587.33943207888,2459587.839432079,59587.33943318995,2459587.83943319,10566.0,10566.0,,0.84,,144.7,,1185252.0,,108.39,,0.3058
OMEGA.2022-01-08T08:08:42.272.astred.cal.fits,26,6,48.0,48.0,548.4,548.4,512.0,512.0,100.0,100.0,201.99189718922932,201.9919347,-47.5784415783294,-47.5784094,202.03279365232387,202.0328312,-47.604950306576896,-47.6049204,59587.33941845689,2459587.839418457,59587.33942012396,2459587.839420124,10566.0,10566.0,,0.59,,154.8,,1180970.0,,108.09,,0.3078
OMEGA.2022-01-09T00:57:12.382.fits,9,9,48.0,48.0,2630.5,2630.5,2096.0,2096.0,3014.6,3014.6,33.07952208511536,33.0795548,-20.822184722150865,-20.8221572,33.20947798735361,33.2095107,-20.79977217384172,-20.7997432,59588.04190245783,2459588.541902458,59588.0419147769,2459588.541914777,26899.0,26899.0,,0.52,,266.7,,3523459.0,,86.37,,0.1175
OMEGA.2022-01-09T00:57:12.382.fits,10,1,48.0,48.0,2982.8,2982.8,2096.0,2096.0,3366.9,3366.9,33.21518032460998,33.215213,-20.801670900457825,-20.8016408,33.34510182681704,33.3451345,-20.779155661350728,-20.779124,59588.04191524582,2459588.541915246,59588.04192756489,2459588.541927565,26899.0,26899.0,,0.52,,238.5,,3526616.0,,86.25,,0.1173
OMEGA.2022-01-09T00:57:12.382.fits,11,2,48.0,48.0,3367.2,3367.2,2096.0,2096.0,3751.3,3751.3,33.35106230100141,33.351095,-20.77914727125275,-20.7791186,33.48094627431928,33.4809789,-20.75652948698062,-20.7564993,59588.04192803381,2459588.541928034,59588.04194035288,2459588.541940353,26899.0,26899.0,,0.52,,241.1,,3529798.0,,86.12,,0.117
OMEGA.2022-01-09T00:57:12.382.fits,12,3,48.0,48.0,3751.6,3751.6,2096.0,2096.0,4135.7,4135.7,33.48690592558785,33.4869386,-20.75651640451063,-20.7564892,33.616750926427486,33.6167835,-20.733796448871264,-20.7337677,59588.0419410998,2459588.5419411,59588.04195341887,2459588.541953419,26899.0,26899.0,,0.51,,243.5,,3532999.0,,86.0,,0.1168
