file_name,extension,ID,x_start[px],y_start[px],x_end[px],y_end[px],ra_start[deg],dec_start[deg],ra_end[deg],dec_end[deg],JD_start[UTC],JD_end[UTC],norad_number,angle_offset[deg],pixel_offset[px],range[m],phase_angle[deg],ang_vel[deg/s]
OMEGA.2022-01-26T01:17:51.352.fits,24,4,1712.0,4100.0,2096.0,4035.7,45.4783974840301,-16.464744875784987,45.502145299180384,-16.46849894108425,59605.05557797197,59605.05558056105,35494.0,,,,,
OMEGA.2022-01-26T01:17:51.352.fits,25,5,48.0,1605.5,2096.0,1220.8,44.97852211898309,-16.373538244036688,45.10508717299172,-16.396306417093523,59605.055520426016,59605.05553496909,35494.0,,,,,
OMEGA.2022-01-26T01:17:51.352.fits,26,6,48.0,1189.1,2096.0,836.5,45.11071218387299,-16.398182282725227,45.23730499744383,-16.418968092703015,59605.055535716005,59605.05555025907,35494.0,,,,,
OMEGA.2022-01-26T01:17:51.352.fits,27,7,48.0,772.7,2096.0,420.1,45.24318170325962,-16.422743171357002,45.3698022216021,-16.443449180547592,59605.05555100599,59605.05556554906,35494.0,,,,,
OMEGA.2022-01-26T01:17:51.352.fits,9,9,48.0,3239.1,2096.0,2886.5,44.44973633239555,-16.276037937712324,44.57617187001159,-16.297216711112192,59605.05545954406,59605.05547408713,35494.0,,,,,
OMEGA.2022-01-26T03:29:32.063.fits,13,1,48.0,3623.4,2096.0,3655.2,104.29462960686224,17.08693030582851,104.42163813370549,17.08910515249815,59605.14846365014,59605.14850960719,44112.0,,,,,
OMEGA.2022-01-26T03:29:32.063.fits,14,2,48.0,3623.4,2096.0,3655.2,104.42722379100556,17.087230949124166,104.55423771713028,17.089323272756705,59605.1485117441,59605.14855770115,44112.0,,,,,
OMEGA.2022-01-26T03:29:32.063.fits,15,3,48.0,3655.5,2096.0,3687.2,104.56006768545642,17.089348669005165,104.68708692278403,17.091352381121148,59605.14855983807,59605.14860579511,44112.0,,,,,
OMEGA.2022-01-26T03:29:32.063.fits,16,4,48.0,3655.5,2096.0,3687.2,104.69291834843654,17.08947696268773,104.81994026128892,17.09139795234474,59605.14860793203,59605.14865388908,44112.0,,,,,
OMEGA.2022-01-26T03:29:32.063.fits,29,5,48.0,3655.5,2096.0,3719.3,104.82564637016576,17.08951873282686,104.9526708755742,17.093260010849097,59605.148655748,59605.14870170504,44112.0,,,,,
OMEGA.2022-01-26T03:29:32.063.fits,30,6,48.0,3687.5,2096.0,3719.3,104.95831368170651,17.09137119663892,105.08533811584807,17.09313281501917,59605.14870384103,59605.148749799,44112.0,,,,,
OMEGA.2022-01-26T03:29:32.063.fits,31,7,48.0,3687.5,2096.0,3751.3,105.0912276131357,17.091240019026316,105.2182545410466,17.09481581824985,59605.14875193499,59605.148797892034,44112.0,,,,,
OMEGA.2022-01-26T03:29:32.063.fits,32,8,48.0,3719.5,2096.0,3751.3,105.22395656838025,17.092919573095685,105.35097806672474,17.09451568089029,59605.14880002896,59605.148845986,44112.0,,,,,
OMEGA.2022-01-26T03:47:46.116.fits,13,1,48.0,388.3,2096.0,516.2,104.28644145779964,16.899298800265278,104.41331383539888,16.907167479849768,59605.16035290109,59605.1607015999,23176.0,,,,,
OMEGA.2022-01-26T03:47:46.116.fits,14,2,48.0,516.4,2096.0,644.3,104.41889027491952,16.90719013322611,104.54577699990548,16.914977411645047,59605.16071680281,59605.16106550209,23176.0,,,,,
OMEGA.2022-01-26T03:47:46.116.fits,15,3,48.0,644.5,2096.0,772.4,104.5516016776008,16.914996798191773,104.67850140938806,16.922702395169903,59605.161081539,59605.16143023688,23176.0,,,,,
OMEGA.2022-01-26T03:47:46.116.fits,16,4,48.0,772.7,2096.0,900.5,104.6843264160937,16.922723955979457,104.81123779859058,16.930341818936515,59605.16144627379,59605.16179497307,23176.0,,,,,
OMEGA.2022-01-26T03:47:46.116.fits,29,5,48.0,868.8,448.0,907.0,104.81693911632576,16.92846252433212,104.84172762026068,16.930725430627326,59605.16182107199,59605.16188072181,23176.0,,,,,
OMEGA.2022-01-27T00:53:00.150.fits,24,1,928.0,0.0,1632.0,4100.0,45.42619084948292,-16.71625748413127,45.46914219576953,-16.47309532104134,59606.039348672144,59606.03935320722,34098.0,,,,,
OMEGA.2022-01-27T01:15:52.153.fits,13,2,48.0,2021.9,2096.0,3911.5,33.08034654350477,-20.593806335203443,33.2103484835135,-20.482142897579084,59606.05594919808,59606.05595262116,44731.0,,,,,
OMEGA.2022-01-27T00:46:55.409.fits,31,2,48.0,4071.9,2096.0,3719.3,45.24693142657245,-15.975181301764476,45.37326005847578,-15.995891475573336,59606.03313053912,59606.03314452618,35494.0,,,,,
OMEGA.2022-01-27T00:46:55.409.fits,32,3,48.0,3655.5,2096.0,3302.9,45.3789413662244,-15.999663201647174,45.50529625454827,-16.020295751614032,59606.033145273104,59606.03315898217,35494.0,,,,,
OMEGA.2022-01-27T02:24:18.744.fits,13,1,48.0,1989.8,656.0,100.0,70.76164507493448,-53.029224286935815,70.8195286866827,-53.14165649985239,59606.10233786004,59606.102346980944,10614.0,,,,,
OMEGA.2022-01-27T02:24:18.744.fits,3,2,48.0,1441.4,496.0,0.0,71.17556618955832,-53.83245535694282,71.2197934882194,-53.918054066466304,59606.10240207799,59606.1024089749,10614.0,,,,,
OMEGA.2022-01-27T02:24:18.744.fits,6,3,48.0,3747.7,1248.0,0.0,70.96645706240284,-53.43044367904304,71.08314550931486,-53.65319416831517,59606.10236983001,59606.10238784691,10614.0,,,,,
OMEGA.2022-01-27T02:24:18.744.fits,9,4,752.0,4200.0,2096.0,100.0,70.82862895896331,-53.16311822544087,70.95785736510953,-53.40696148046355,59606.10234870203,59606.10236810893,10614.0,,,,,
OMEGA.2022-01-27T01:21:56.444.fits,11,2,48.0,2470.3,1216.0,4200.0,33.34204476748404,-20.82816397538969,33.41626490713082,-20.725718435977672,59606.057282113936,59606.05728637101,10526.0,,,,,
OMEGA.2022-01-27T01:21:56.444.fits,15,5,1472.0,100.0,2096.0,1028.7,33.43251756703043,-20.704334217762028,33.47211677357358,-20.649313155561025,59606.05728711793,59606.05728942901,10526.0,,,,,
OMEGA.2022-01-27T01:21:56.444.fits,16,7,48.0,1125.0,2096.0,4135.7,33.47807722761242,-20.643608778457157,33.6078281508056,-20.46517684139091,59606.05728989793,59606.057297213,10526.0,,,,,
OMEGA.2022-01-27T01:21:56.444.fits,20,11,1040.0,4100.0,48.0,288.3,34.0852130936392,-21.23514288194196,34.02274419890284,-21.46127226605653,59606.05839133402,59606.058401151095,48218.0,,,,,
OMEGA.2022-01-27T01:21:56.444.fits,24,14,2096.0,3715.4,1120.0,0.0,34.151499832113046,-20.99339937687329,34.09023280201118,-21.213846046808666,59606.05838104803,59606.0583905871,48218.0,,,,,
OMEGA.2022-01-27T01:21:56.444.fits,5,17,48.0,320.3,2096.0,3266.9,33.06924306769755,-21.19466711135688,33.1999421663201,-21.02034579522572,59606.05726682395,59606.05727413902,10526.0,,,,,
OMEGA.2022-01-27T03:55:20.289.fits,13,1,48.0,2085.9,2096.0,2149.7,104.28185857889989,16.99159349587919,104.40879989990177,16.995663701312616,59606.16350146709,59606.16354770213,40351.0,,,,,
OMEGA.2022-01-27T03:55:20.289.fits,14,2,48.0,2118.0,2096.0,2181.8,104.41438281623935,16.993795318735,104.5413321002656,16.99778353625752,59606.16354983905,59606.1635960741,40351.0,,,,,
OMEGA.2022-01-27T03:55:20.289.fits,15,3,48.0,2150.0,2096.0,2213.8,104.5471618947198,16.99590591353843,104.67411778863918,16.999811940603713,59606.16359821102,59606.16364444606,40351.0,,,,,
OMEGA.2022-01-27T03:55:20.289.fits,16,4,48.0,2182.0,2096.0,2245.8,104.67994642917876,16.997930528756573,104.80690756958936,17.001754320067562,59606.16364630498,59606.16369254002,40351.0,,,,,
OMEGA.2022-01-27T03:55:20.289.fits,29,5,48.0,2214.1,2096.0,2277.9,104.81261100658952,16.99987505780348,104.93957603190564,17.003616648625293,59606.16369467694,59606.16374091199,40351.0,,,,,
OMEGA.2022-01-27T03:55:20.289.fits,30,6,48.0,2278.1,2096.0,2341.9,104.94521753048296,17.003624871854456,105.0721863316712,17.00728424663202,59606.163743048906,59606.16378928395,40351.0,,,,,
OMEGA.2022-01-27T03:55:20.289.fits,31,7,48.0,2310.2,2096.0,2374.0,105.07807319788546,17.005397378284908,105.20504316068777,17.008974355697745,59606.16379142087,59606.16383765591,40351.0,,,,,
OMEGA.2022-01-27T03:55:20.289.fits,32,8,48.0,2342.2,2096.0,2406.0,105.21074263392296,17.007078128192713,105.33771239205062,17.010572793336827,59606.16383951483,59606.16388574988,40351.0,,,,,
OMEGA.2022-01-27T01:09:47.582.fits,10,1,48.0,2598.4,2096.0,1637.2,33.219591672067935,-20.816122125736648,33.34937900780992,-20.87336326443974,59606.04959542118,59606.04961135378,38353.0,,,,,
OMEGA.2022-01-27T01:09:47.582.fits,11,3,48.0,1573.4,2096.0,612.2,33.35533639314615,-20.877155108788976,33.48523111968454,-20.93429511858183,59606.04961210117,59606.04962831177,38353.0,,,,,
OMEGA.2022-01-27T01:09:47.582.fits,20,7,1808.0,4100.0,2096.0,3971.6,34.14742262038316,-21.230817853412884,34.1657661687787,-21.238372302969022,59606.04970912309,59606.04971143417,38353.0,,,,,
OMEGA.2022-01-27T01:09:47.582.fits,22,8,48.0,2530.5,2096.0,1569.3,33.76292804260998,-21.060261150049943,33.89313739188997,-21.117091362064155,59606.04966241913,59606.0496783522,38353.0,,,,,
OMEGA.2022-01-27T01:09:47.582.fits,23,10,48.0,1505.5,2096.0,544.3,33.89918182304221,-21.12086413659247,34.02949323542329,-21.17758875170091,59606.04967909912,59606.04969475418,38353.0,,,,,
OMEGA.2022-01-27T01:09:47.582.fits,24,11,48.0,480.5,1040.0,0.0,34.0353526763146,-21.18135703939956,34.09851200161034,-21.20967864040072,59606.049695501104,59606.04970337218,38353.0,,,,,
OMEGA.2022-01-27T01:09:47.582.fits,8,15,1072.0,4100.0,2096.0,3619.3,33.55618208832206,-20.96725376859434,33.62119523629446,-20.9957662968584,59606.04963712115,59606.04964499222,38353.0,,,,,
OMEGA.2022-01-27T01:09:47.582.fits,9,16,48.0,3623.4,2096.0,2662.2,33.0842152589772,-20.754985327599726,33.21389398884438,-20.812326291483963,59606.04957846319,59606.049594673794,38353.0,,,,,
OMEGA.2022-01-27T04:01:24.760.fits,1,1,48.0,2562.5,2096.0,2946.6,104.28819818132752,16.259706804142283,104.41461718672176,16.28275212397664,59606.16814077087,59606.168570646085,41867.0,,,,,
OMEGA.2022-01-27T04:01:24.760.fits,13,2,48.0,484.4,2096.0,612.2,104.28642575459148,16.90499580511023,104.41330191414988,16.91285865083027,59606.170693364926,59606.171042064205,23176.0,,,,,
OMEGA.2022-01-27T04:01:24.760.fits,14,3,48.0,580.5,2096.0,740.4,104.41888242471506,16.910990176681086,104.54576900247436,16.92067457992247,59606.17105698912,59606.17140596593,23176.0,,,,,
OMEGA.2022-01-27T04:01:24.760.fits,2,4,48.0,2946.9,2096.0,3363.0,104.42017551103984,16.282780283958598,104.54662652102247,16.307645061570803,59606.16858890699,59606.16901906021,41867.0,,,,,
OMEGA.2022-01-27T04:01:24.760.fits,22,5,48.0,96.1,2096.0,512.2,104.94910826050202,16.378444914976146,105.07569260597806,16.402995144841174,59606.1703775581,59606.17080465192,41867.0,,,,,
OMEGA.2022-01-27T04:01:24.760.fits,23,6,48.0,512.5,2096.0,928.7,105.08156361105924,16.403005605920423,105.208178534141,16.427482079913755,59606.17082374683,59606.17125000805,41867.0,,,,,
OMEGA.2022-01-27T04:01:24.760.fits,3,7,48.0,3363.3,2096.0,3779.4,104.5524327959289,16.307670090644653,104.67891971225684,16.332456776188632,59606.16903815512,59606.16946747294,41867.0,,,,,
OMEGA.2022-01-27T04:01:24.760.fits,4,8,48.0,3747.7,1840.0,4100.0,104.6847281210992,16.33058109396374,104.79543159884076,16.3515060490856,59606.169485177845,59606.169860009104,41867.0,,,,,
OMEGA.2022-01-27T03:49:15.748.fits,30,2,48.0,3815.6,2096.0,3238.8,104.95398377640868,17.090623172946465,105.080958270491,17.05630608000169,59606.15924026398,59606.15934098698,43986.0,,,,,
OMEGA.2022-01-27T03:49:15.748.fits,31,3,48.0,3175.0,1232.0,2841.2,105.08684398162924,17.052516268325864,105.1602271857007,17.03261871921676,59606.1628649598,59606.162919927854,43986.0,,,,,
OMEGA.2022-01-27T06:44:26.807.fits,12,1,1680.0,100.0,2096.0,1477.1,197.601982199049,-17.116874448683,197.62778981437623,-17.03523368826229,59606.28274640301,59606.28278402006,16533.0,,,,,
OMEGA.2022-01-27T06:44:26.807.fits,25,2,48.0,1765.6,752.0,4200.0,197.6334942221621,-17.01812970904364,197.6771073453953,-16.873799927414783,59606.28279199498,59606.282858246006,16533.0,,,,,
OMEGA.2022-01-27T06:44:26.807.fits,29,3,864.0,100.0,2096.0,4200.0,197.68404000359465,-16.852396421628033,197.7601888108481,-16.60930193309683,59606.28286816599,59606.28297945298,16533.0,,,,,
OMEGA.2022-01-27T06:44:26.807.fits,3,4,1264.0,0.0,2096.0,2818.5,197.44278349667584,-17.626752882297367,197.4946601899332,-17.45970712702345,59606.28251065919,59606.28258803021,16533.0,,,,,
OMEGA.2022-01-27T06:44:26.807.fits,8,6,448.0,0.0,1664.0,4100.0,197.52541681902915,-17.362469579979173,197.60098924257383,-17.11942360570344,59606.2826332571,59606.28274510009,16533.0,,,,,
OMEGA.2022-02-01T03:53:15.201.fits,1,1,656.0,4100.0,2096.0,63.8,91.3367883,-22.0051829,91.4281695,-22.2447124,2459611.663611319,2459611.66369147,20596.0,0.19,323.4,8966965.0,57.6,0.03771
OMEGA.2022-02-01T03:53:15.201.fits,11,2,944.0,4200.0,2096.0,676.3,91.6296321,-21.4958487,91.7028304,-21.7048295,,,,,,,,
OMEGA.2022-02-01T03:53:15.201.fits,12,3,2096.0,644.3,1616.0,100.0,91.8395114,-21.7067875,91.8088745,-21.7390524,,,,,,,,
OMEGA.2022-02-01T03:53:15.201.fits,16,4,48.0,356.3,144.0,100.0,91.7090575,-21.459337,91.7151595,-21.4745338,,,,,,,,
OMEGA.2022-02-01T03:53:15.201.fits,16,5,48.0,3847.7,704.0,4200.0,91.70925,-21.2523549,91.7509913,-21.231496,,,,,,,,
OMEGA.2022-02-01T03:53:15.201.fits,25,6,48.0,708.6,2096.0,3014.6,91.845382,-21.7029747,91.9759369,-21.5662088,,,,,,,,
OMEGA.2022-02-01T03:53:15.201.fits,31,7,48.0,1060.9,2096.0,3366.9,92.1180655,-21.4173895,92.2480988,-21.2804223,,,,,,,,
OMEGA.2022-02-01T03:53:15.201.fits,5,8,48.0,1409.4,544.0,0.0,91.2983118,-21.9002251,91.3297033,-21.9838783,2459611.663576291,2459611.663604178,20596.0,0.07,315.7,8956652.0,57.53,0.0378
OMEGA.2022-02-01T06:24:52.127.fits,2,1,48.0,1697.7,2096.0,1184.9,148.7003869,-0.8477385,148.8218102,-0.8781456,2459611.767416635,2459611.767846004,3674.0,1.03,51.2,41834015.0,22.87,0.003922
OMEGA.2022-02-01T01:19:35.475.fits,13,1,1200.0,100.0,2096.0,388.0,37.21349021973824,-20.901179261366018,37.270395889473576,-20.88425108895415,59611.056857883,59611.05685936008,45460.0,,,,,
OMEGA.2022-02-01T01:19:35.475.fits,14,2,48.0,356.3,2096.0,996.6,37.27610135339096,-20.88614391834337,37.40612342829217,-20.84844170054022,59611.056859551,59611.05686269608,45460.0,,,,,
OMEGA.2022-02-01T01:19:35.475.fits,15,3,48.0,996.9,2096.0,1637.2,37.41208658523059,-20.848433344874508,37.54204349309198,-20.810628093116105,59611.056862887,59611.05686603207,45460.0,,,,,
OMEGA.2022-02-01T01:19:35.475.fits,16,4,48.0,1637.5,2096.0,2277.9,37.54800520769057,-20.81061502437032,37.67789553530714,-20.772701460860542,59611.05686622299,59611.05686936807,45460.0,,,,,
OMEGA.2022-02-01T01:19:35.475.fits,29,9,48.0,2278.1,2096.0,2918.5,37.68372892820341,-20.77268962775231,37.81355129416823,-20.734674431206685,59611.05686955899,59611.05687270407,45460.0,,,,,
OMEGA.2022-02-01T01:19:35.475.fits,3,11,1248.0,0.0,1008.0,4100.0,37.48712707738686,-21.676142425796723,37.47216157780508,-21.43306385749567,59611.05896929093,59611.0566992322,25161.0,,,,,
OMEGA.2022-02-01T01:19:35.475.fits,30,12,48.0,2918.8,2096.0,3559.1,37.81931975554141,-20.73465214858156,37.94907278080253,-20.696541953675943,59611.05687289499,59611.056876040064,45460.0,,,,,
OMEGA.2022-02-01T01:19:35.475.fits,31,13,48.0,3559.4,2096.0,4200.0,37.95509314364011,-20.69651476969802,38.084775312313774,-20.65828633865772,59611.056876230985,59611.05687937606,45460.0,,,,,
OMEGA.2022-02-01T03:09:00.744.fits,2,1,48.0,3619.5,2096.0,896.6,135.9466502,11.4531883,136.0706831,11.291903,,,,,,,,
OMEGA.2022-02-01T03:09:00.744.fits,20,2,48.0,3331.3,2096.0,2850.5,136.7236674,11.4360926,136.8474822,11.4074047,2459611.631231641,2459611.631361466,23845.0,0.04,101.9,19027920.0,6.26,0.0119
OMEGA.2022-02-01T03:09:00.744.fits,3,3,592.0,0.0,48.0,768.8,136.1092955,11.2387811,136.0763727,11.2843273,,,,,,,,
OMEGA.2022-02-01T03:09:00.744.fits,5,4,1600.0,0.0,48.0,2146.1,135.9111287,11.502906,135.8169997,11.6299829,,,,,,,,
OMEGA.2022-02-01T01:07:26.523.fits,25,1,496.0,100.0,2096.0,259.9,37.725612691475646,-21.16210347281878,37.82732128838475,-21.15257490002769,59611.04708069889,59611.047083287966,10230.0,,,,,
OMEGA.2022-02-01T01:07:26.523.fits,26,2,48.0,228.1,2096.0,452.1,37.833107818122095,-21.15445559532092,37.96327352062213,-21.141020181761125,59611.04708347889,59611.04708717996,10230.0,,,,,
OMEGA.2022-02-01T01:07:26.523.fits,27,3,48.0,452.3,2096.0,676.3,37.96931197678053,-21.14099870326229,38.09945084121952,-21.12745948216133,59611.04708737088,59611.04709079396,10230.0,,,,,
OMEGA.2022-02-01T01:07:26.523.fits,28,4,48.0,644.5,2096.0,868.5,38.105303167672574,-21.12933075046984,38.235415423435896,-21.11568806273827,59611.04709098488,59611.04709440796,10230.0,,,,,
OMEGA.2022-02-01T01:07:26.523.fits,5,5,48.0,3267.2,2096.0,3523.2,37.15264301547271,-21.21316339037855,37.28292004644536,-21.19835240421386,59611.0470651309,59611.04706855398,10230.0,,,,,
OMEGA.2022-02-01T01:07:26.523.fits,6,6,48.0,3491.4,2096.0,3715.4,37.28863759776011,-21.20025143104241,37.41888985311834,-21.187232937823303,59611.0470687449,59611.04707244597,10230.0,,,,,
OMEGA.2022-02-01T01:07:26.523.fits,7,7,48.0,3683.6,2096.0,3907.6,37.424863192613216,-21.18912781262468,37.55509614361077,-21.176004734673175,59611.047072636895,59611.04707605997,10230.0,,,,,
OMEGA.2022-02-01T01:07:26.523.fits,8,8,48.0,3875.8,2096.0,4100.0,37.56107086006418,-21.17789483508691,37.691283039281714,-21.16465550704743,59611.04707625089,59611.04707967397,10230.0,,,,,
OMEGA.2022-02-01T04:04:09.203.fits,15,1,48.0,3623.4,2096.0,3751.3,134.4690056,12.6232138,134.5934216,12.6308849,2459611.669487299,2459611.669837578,25237.0,1.19,77.0,37620960.0,4.58,0.004602
OMEGA.2022-02-01T04:04:09.203.fits,16,2,48.0,3719.5,2096.0,3815.4,134.5991334,12.6290037,134.7235571,12.6347159,2459611.669853425,2459611.670203425,25237.0,0.29,86.1,37621245.0,4.58,0.004602
OMEGA.2022-02-01T04:04:09.203.fits,6,3,48.0,3010.9,2096.0,3491.2,134.3396656,12.0825987,134.4638021,12.1112129,,,,,,,,
OMEGA.2022-02-01T04:05:54.944.fits,12,1,2096.0,356.0,976.0,100.0,134.7232427,12.1652366,134.655321,12.1500503,,,,,,,,
OMEGA.2022-02-01T04:05:54.944.fits,25,2,48.0,356.3,2096.0,836.5,134.7288223,12.1652515,134.8530428,12.1936931,,,,,,,,
OMEGA.2022-02-01T04:05:54.944.fits,30,3,960.0,3958.0,2096.0,4007.6,134.9141956,12.6431835,134.9832175,12.6460637,2459611.670778389,2459611.670947944,25237.0,0.09,67.6,37621933.0,4.59,0.004601
OMEGA.2022-02-01T04:05:54.944.fits,31,4,48.0,3975.8,2096.0,4071.6,134.9889875,12.6441741,135.1134228,12.6497052,2459611.670949948,2459611.671299949,25237.0,0.26,97.7,37622158.0,4.6,0.004601
OMEGA.2022-02-01T02:35:19.037.fits,17,1,48.0,1697.7,2096.0,1857.6,104.821307085061,16.196598448712177,104.94774618695293,16.206039163282636,59611.11073644506,59611.11107763695,28491.0,,,,,
OMEGA.2022-02-01T02:35:19.037.fits,18,2,48.0,1825.8,2096.0,1953.7,104.95336299180528,16.204150508018447,105.07980967747208,16.211616008604945,59611.111092283856,59611.11143319914,28491.0,,,,,
OMEGA.2022-02-01T02:35:19.037.fits,2,3,48.0,1345.3,2096.0,1473.2,104.42477138332144,16.175343999192744,104.551175827981,16.183121689290694,59611.10966781294,59611.11000845023,28491.0,,,,,
OMEGA.2022-02-01T02:35:19.037.fits,3,5,48.0,1441.4,2096.0,1601.3,104.55698094583124,16.181243698040728,104.68339569810718,16.190840507555954,59611.110023931134,59611.110364845954,28491.0,,,,,
OMEGA.2022-02-01T02:35:19.037.fits,4,6,48.0,1601.6,2096.0,1729.4,104.6891985592101,16.19086189535106,104.81562744389612,16.198477706025276,59611.11038060486,59611.11072152015,28491.0,,,,,
OMEGA.2022-02-01T05:25:11.016.fits,2,1,48.0,0.0,2096.0,1313.0,172.2584552,-44.7176786,172.4297948,-44.6405081,2459611.727302773,2459611.727551392,37199.0,0.34,8.3,20186088.0,70.83,0.007238
OMEGA.2022-02-01T05:25:11.016.fits,22,2,48.0,928.9,2096.0,2241.9,172.9718772,-44.3993606,173.1413478,-44.3211246,2459611.728329704,2459611.728573875,37199.0,0.44,25.4,20009676.0,70.9,0.00737
OMEGA.2022-02-01T05:25:11.016.fits,23,3,48.0,2274.2,2096.0,3619.3,173.1492083,-44.3191864,173.3181913,-44.2387912,2459611.728583796,2459611.728828523,37199.0,1.09,16.1,19965712.0,70.92,0.007403
OMEGA.2022-02-01T05:25:11.016.fits,24,4,48.0,3619.5,752.0,4100.0,173.3258038,-44.2387411,173.3837695,-44.2099712,2459611.72883622,2459611.728920819,37199.0,2.13,25.7,19935813.0,70.93,0.007426
OMEGA.2022-02-01T05:25:11.016.fits,3,5,48.0,1377.3,2096.0,2626.3,172.4376497,-44.6367199,172.6085069,-44.5630769,2459611.727562981,2459611.727807152,37199.0,0.92,16.2,20141851.0,70.85,0.007271
OMEGA.2022-02-01T05:25:11.016.fits,3,6,48.0,1377.3,2096.0,2690.4,172.4376497,-44.6367199,172.6085187,-44.5592792,2459611.727562981,2459611.727810766,37199.0,0.37,10.9,20141851.0,70.85,0.007271
OMEGA.2022-02-01T05:25:11.016.fits,3,7,2096.0,2690.4,48.0,1313.3,172.6085187,-44.5592792,172.4376267,-44.6405176,,,,,,,,
OMEGA.2022-02-01T05:25:11.016.fits,31,8,736.0,4200.0,48.0,3783.6,173.2018997,-43.7006829,173.1456316,-43.7255554,,,,,,,,
OMEGA.2022-02-01T05:25:11.016.fits,4,9,48.0,2722.7,2096.0,4035.7,172.6163456,-44.5573776,172.7867482,-44.4796691,2459611.727820409,2459611.728066803,37199.0,0.39,4.0,20097685.0,70.87,0.007303
OMEGA.2022-02-01T04:49:46.161.fits,1,1,48.0,2498.4,2096.0,3138.8,140.7787321,2.0816905,140.9002096,2.1196879,2459611.701908613,2459611.702148892,28925.0,0.07,69.4,23434881.0,16.36,0.006684
OMEGA.2022-02-01T04:49:46.161.fits,2,2,48.0,3139.1,2096.0,3811.5,140.9055487,2.119704,141.0270365,2.1595918,2459611.702158534,2459611.702400759,28925.0,0.87,60.6,23477647.0,16.38,0.006662
OMEGA.2022-02-01T04:49:46.161.fits,22,3,48.0,1345.3,2096.0,2017.7,141.4135647,2.2777539,141.5350843,2.3176017,2459611.703171566,2459611.703416849,28925.0,0.79,51.0,23649688.0,16.43,0.006575
OMEGA.2022-02-01T04:49:46.161.fits,23,4,48.0,2018.0,2096.0,2690.4,141.5407209,2.3176155,141.6622454,2.3574517,2459611.703427325,2459611.70367372,28925.0,0.77,52.0,23692928.0,16.45,0.006553
OMEGA.2022-02-01T04:49:46.161.fits,24,5,48.0,2690.6,2096.0,3331.0,141.6677041,2.357465,141.7892317,2.3953901,2459611.703683641,2459611.703929758,28925.0,0.07,37.9,23736181.0,16.47,0.006532
OMEGA.2022-02-01T04:49:46.161.fits,3,6,48.0,3811.7,928.0,4100.0,141.0326131,2.1596075,141.084818,2.1767059,2459611.70241068,2459611.702515017,28925.0,0.81,55.7,23510930.0,16.38,0.006645
OMEGA.2022-02-01T04:49:46.161.fits,8,7,48.0,0.0,2096.0,672.4,141.1596877,2.1979972,141.2811937,2.2378661,2459611.702663104,2459611.702906997,28925.0,0.83,44.5,23564530.0,16.4,0.006618
OMEGA.2022-02-01T05:01:55.283.fits,13,1,48.0,1957.8,2096.0,1957.6,140.7742685,2.8306201,140.8958248,2.8306517,2459611.711334703,2459611.71164198,2866.0,0.58,46.0,34189918.0,15.68,0.005176
OMEGA.2022-02-01T05:01:55.283.fits,14,2,48.0,1925.8,2096.0,1925.5,140.9011672,2.8287695,141.0227269,2.8287879,2459611.711655515,2459611.711962792,2866.0,0.57,56.3,34189615.0,15.73,0.005176
OMEGA.2022-02-01T05:01:55.283.fits,15,3,48.0,1893.8,2096.0,1893.5,141.0283067,2.8269051,141.1498687,2.8269103,2459611.711976883,2459611.71228416,2866.0,0.56,66.8,34189311.0,15.78,0.005176
OMEGA.2022-02-01T05:01:55.283.fits,16,4,48.0,1861.7,2096.0,1893.5,141.1554484,2.8250268,141.2770113,2.8269175,2459611.712298251,2459611.712605528,2866.0,1.45,61.8,34189006.0,15.83,0.005176
OMEGA.2022-02-01T05:01:55.283.fits,19,5,1552.0,3611.0,2096.0,3491.2,141.6257359,2.1601857,141.6580067,2.1530718,2459611.709670382,2459611.709751551,10516.0,0.05,92.7,36778580.0,16.62,0.004709
OMEGA.2022-02-01T05:01:55.283.fits,20,6,48.0,3459.4,2096.0,3042.7,141.663464,2.1511864,141.7849492,2.1264508,2459611.709743155,2459611.710090742,10516.0,0.97,85.9,36777841.0,16.67,0.004709
OMEGA.2022-02-01T05:01:55.283.fits,29,7,48.0,1861.7,2096.0,1861.5,141.2824722,2.8250336,141.4040351,2.825012,2459611.712619341,2459611.712926617,2866.0,0.54,57.1,34188701.0,15.89,0.005177
OMEGA.2022-02-01T05:01:55.283.fits,30,8,48.0,1829.7,2096.0,1829.4,141.4094364,2.8231274,141.530998,2.8230927,2459611.712940152,2459611.713247429,2866.0,0.53,68.8,34188396.0,15.94,0.005176
OMEGA.2022-02-01T05:01:55.283.fits,31,9,48.0,1797.7,576.0,1805.9,141.5366364,2.8212084,141.5679762,2.8216897,2459611.713304384,2459611.71337438,2866.0,1.43,83.6,34188185.0,15.98,0.005176
OMEGA.2022-02-01T07:16:00.635.fits,2,1,128.0,962.2,2096.0,672.4,148.7051278,-0.8913387,148.8218092,-0.9085275,2459611.802787743,2459611.80306838,14193.0,0.43,29.2,36145852.0,22.87,0.004864
OMEGA.2022-02-01T07:16:00.635.fits,20,2,288.0,4100.0,1904.0,0.0,149.4762508,-0.7053195,149.5720738,-0.948363,2459611.803629839,2459611.80366,24843.0,0.09,164.8,3270700.0,23.26,0.1011
OMEGA.2022-02-01T07:16:00.635.fits,23,3,672.0,4100.0,2096.0,512.2,149.372131,-0.4409758,149.4565648,-0.6536701,2459611.803596757,2459611.803623304,24843.0,0.03,150.4,3275977.0,22.99,0.1009
