file_name,IRSKY_TEMP,TEMP,WINDSP,PRES,PRES,FWHM,FWHM,RHUM,TAU0
OMEGA.2022-01-06T02:57:46.595.astred.cal.fits,-92.8,13.75,3.85,743.1,743.1,0.44,0.42,15.0,0.016296
OMEGA.2022-01-06T03:03:51.066.astred.cal.fits,-92.4,13.82,3.73,743.1,743.1,0.42,0.49,14.0,0.015781
OMEGA.2022-01-06T03:27:46.260.astred.cal.fits,-93.5,14.07,4.4,743.0,743.0,0.53,0.36,14.0,0.012804
OMEGA.2022-01-06T03:27:46.260.astred.cal.fits,-93.5,14.07,4.4,743.0,743.0,0.53,0.36,14.0,0.012804
OMEGA.2022-01-06T03:27:46.260.astred.cal.fits,-93.5,14.07,4.4,743.0,743.0,0.53,0.36,14.0,0.012804
OMEGA.2022-01-06T06:06:38.127.astred.cal.fits,-90.8,14.4,4.13,742.6,742.5,0.37,0.27,14.0,0.025276
OMEGA.2022-01-06T06:06:38.127.astred.cal.fits,-90.8,14.4,4.13,742.6,742.5,0.37,0.27,14.0,0.025276
OMEGA.2022-01-06T06:06:38.127.astred.cal.fits,-90.8,14.4,4.13,742.6,742.5,0.37,0.27,14.0,0.025276
OMEGA.2022-01-06T06:18:48.449.astred.cal.fits,-90.8,14.47,3.63,742.5,742.5,0.36,0.38,14.0,0.021736
OMEGA.2022-01-07T01:17:47.341.fits,-92.8,14.81,4.08,743.5,743.5,0.77,0.79,11.0,0.008806
OMEGA.2022-01-07T01:17:47.341.fits,-92.8,14.81,4.08,743.5,743.5,0.77,0.79,11.0,0.008806
OMEGA.2022-01-07T01:17:47.341.fits,-92.8,14.81,4.08,743.5,743.5,0.77,0.79,11.0,0.008806
OMEGA.2022-01-07T01:23:52.192.fits,-92.5,14.73,5.03,743.5,743.6,0.73,0.89,12.0,0.007241
OMEGA.2022-01-07T01:23:52.192.fits,-92.5,14.73,5.03,743.5,743.6,0.73,0.89,12.0,0.007241
OMEGA.2022-01-07T01:23:52.192.fits,-92.5,14.73,5.03,743.5,743.6,0.73,0.89,12.0,0.007241
OMEGA.2022-01-07T01:23:52.192.fits,-92.5,14.73,5.03,743.5,743.6,0.73,0.89,12.0,0.007241
OMEGA.2022-01-07T01:23:52.192.fits,-92.5,14.73,5.03,743.5,743.6,0.73,0.89,12.0,0.007241
OMEGA.2022-01-07T01:23:52.192.fits,-92.5,14.73,5.03,743.5,743.6,0.73,0.89,12.0,0.007241
OMEGA.2022-01-07T01:34:16.114.fits,-92.5,13.96,5.13,743.5,743.6,0.67,0.59,12.0,0.009633
OMEGA.2022-01-07T01:34:16.114.fits,-92.5,13.96,5.13,743.5,743.6,0.67,0.59,12.0,0.009633
OMEGA.2022-01-07T01:34:16.114.fits,-92.5,13.96,5.13,743.5,743.6,0.67,0.59,12.0,0.009633
OMEGA.2022-01-07T01:34:16.114.fits,-92.5,13.96,5.13,743.5,743.6,0.67,0.59,12.0,0.009633
OMEGA.2022-01-07T01:34:16.114.fits,-92.5,13.96,5.13,743.5,743.6,0.67,0.59,12.0,0.009633
OMEGA.2022-01-07T01:34:16.114.fits,-92.5,13.96,5.13,743.5,743.6,0.67,0.59,12.0,0.009633
OMEGA.2022-01-07T01:40:20.875.fits,-91.8,14.01,5.38,743.6,743.6,0.59,0.65,12.0,0.008882
OMEGA.2022-01-07T01:40:20.875.fits,-91.8,14.01,5.38,743.6,743.6,0.59,0.65,12.0,0.008882
OMEGA.2022-01-07T01:40:20.875.fits,-91.8,14.01,5.38,743.6,743.6,0.59,0.65,12.0,0.008882
OMEGA.2022-01-07T01:40:20.875.fits,-91.8,14.01,5.38,743.6,743.6,0.59,0.65,12.0,0.008882
OMEGA.2022-01-07T01:52:29.837.fits,-91.8,14.28,5.1,743.7,743.8,0.52,0.52,12.0,0.012484
OMEGA.2022-01-07T02:19:39.241.fits,-91.8,13.89,5.2,744.0,743.9,0.62,0.52,14.0,0.015522
OMEGA.2022-01-07T02:19:39.241.fits,-91.8,13.89,5.2,744.0,743.9,0.62,0.52,14.0,0.015522
OMEGA.2022-01-07T02:19:39.241.fits,-91.8,13.89,5.2,744.0,743.9,0.62,0.52,14.0,0.015522
OMEGA.2022-01-07T02:19:39.241.fits,-91.8,13.89,5.2,744.0,743.9,0.62,0.52,14.0,0.015522
OMEGA.2022-01-07T02:19:39.241.fits,-91.8,13.89,5.2,744.0,743.9,0.62,0.52,14.0,0.015522
OMEGA.2022-01-07T02:19:39.241.fits,-91.8,13.89,5.2,744.0,743.9,0.62,0.52,14.0,0.015522
OMEGA.2022-01-07T02:19:39.241.fits,-91.8,13.89,5.2,744.0,743.9,0.62,0.52,14.0,0.015522
OMEGA.2022-01-07T02:19:39.241.fits,-91.8,13.89,5.2,744.0,743.9,0.62,0.52,14.0,0.015522
OMEGA.2022-01-07T02:46:09.096.fits,-92.5,14.14,4.03,744.0,744.0,0.62,0.6,12.0,0.010999
OMEGA.2022-01-07T02:46:09.096.fits,-92.5,14.14,4.03,744.0,744.0,0.62,0.6,12.0,0.010999
OMEGA.2022-01-07T03:36:21.804.fits,-92.3,14.04,7.97,744.0,743.9,0.63,0.57,12.0,0.006386
OMEGA.2022-01-07T03:36:21.804.fits,-92.3,14.04,7.97,744.0,743.9,0.63,0.57,12.0,0.006386
OMEGA.2022-01-07T03:36:21.804.fits,-92.3,14.04,7.97,744.0,743.9,0.63,0.57,12.0,0.006386
OMEGA.2022-01-07T03:36:21.804.fits,-92.3,14.04,7.97,744.0,743.9,0.63,0.57,12.0,0.006386
OMEGA.2022-01-07T03:36:21.804.fits,-92.3,14.04,7.97,744.0,743.9,0.63,0.57,12.0,0.006386
OMEGA.2022-01-07T03:42:26.405.fits,-93.0,13.96,8.6,743.9,743.9,0.57,0.51,12.0,0.006605
OMEGA.2022-01-07T03:42:26.405.fits,-93.0,13.96,8.6,743.9,743.9,0.57,0.51,12.0,0.006605
OMEGA.2022-01-07T03:48:30.986.fits,-93.0,13.89,9.03,743.9,743.9,0.51,0.54,12.0,0.007451
OMEGA.2022-01-07T03:48:30.986.fits,-93.0,13.89,9.03,743.9,743.9,0.51,0.54,12.0,0.007451
OMEGA.2022-01-07T03:48:30.986.fits,-93.0,13.89,9.03,743.9,743.9,0.51,0.54,12.0,0.007451
OMEGA.2022-01-07T03:48:30.986.fits,-93.0,13.89,9.03,743.9,743.9,0.51,0.54,12.0,0.007451
OMEGA.2022-01-08T01:17:35.453.astred.cal.fits,-86.3,15.37,2.75,744.7,744.7,0.57,0.58,14.0,0.011355
OMEGA.2022-01-08T01:17:35.453.astred.cal.fits,-86.3,15.37,2.75,744.7,744.7,0.57,0.58,14.0,0.011355
OMEGA.2022-01-08T01:17:35.453.astred.cal.fits,-86.3,15.37,2.75,744.7,744.7,0.57,0.58,14.0,0.011355
OMEGA.2022-01-08T01:17:35.453.astred.cal.fits,-86.3,15.37,2.75,744.7,744.7,0.57,0.58,14.0,0.011355
OMEGA.2022-01-08T01:17:35.453.astred.cal.fits,-86.3,15.37,2.75,744.7,744.7,0.57,0.58,14.0,0.011355
OMEGA.2022-01-08T02:47:50.119.astred.cal.fits,-81.9,14.38,4.63,745.1,745.2,1.22,1.17,13.0,0.00525
OMEGA.2022-01-08T02:53:55.149.astred.cal.fits,-81.9,14.55,3.73,745.2,745.3,1.17,0.82,14.0,0.0072
OMEGA.2022-01-08T02:53:55.149.astred.cal.fits,-81.9,14.55,3.73,745.2,745.3,1.17,0.82,14.0,0.0072
OMEGA.2022-01-08T02:53:55.149.astred.cal.fits,-81.9,14.55,3.73,745.2,745.3,1.17,0.82,14.0,0.0072
OMEGA.2022-01-08T03:57:58.470.astred.cal.fits,-79.7,14.16,4.72,745.2,745.2,0.47,0.46,14.0,0.013718
OMEGA.2022-01-08T03:57:58.470.astred.cal.fits,-79.7,14.16,4.72,745.2,745.2,0.47,0.46,14.0,0.013718
OMEGA.2022-01-08T03:57:58.470.astred.cal.fits,-79.7,14.16,4.72,745.2,745.2,0.47,0.46,14.0,0.013718
OMEGA.2022-01-08T04:24:26.654.astred.cal.fits,-80.1,13.82,4.15,745.0,745.1,0.75,0.92,16.0,0.00628
OMEGA.2022-01-08T04:24:26.654.astred.cal.fits,-80.1,13.82,4.15,745.0,745.1,0.75,0.92,16.0,0.00628
OMEGA.2022-01-08T04:30:31.115.astred.cal.fits,-80.1,13.91,4.0,745.1,745.1,0.92,0.52,16.0,0.009559
OMEGA.2022-01-08T04:30:31.115.astred.cal.fits,-80.1,13.91,4.0,745.1,745.1,0.92,0.52,16.0,0.009559
OMEGA.2022-01-08T04:30:31.115.astred.cal.fits,-80.1,13.91,4.0,745.1,745.1,0.92,0.52,16.0,0.009559
OMEGA.2022-01-08T04:30:31.115.astred.cal.fits,-80.1,13.91,4.0,745.1,745.1,0.92,0.52,16.0,0.009559
OMEGA.2022-01-08T04:30:31.115.astred.cal.fits,-80.1,13.91,4.0,745.1,745.1,0.92,0.52,16.0,0.009559
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,-81.1,13.89,4.9,744.2,744.2,0.65,0.89,16.0,0.006487
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,-81.1,13.89,4.9,744.2,744.2,0.65,0.89,16.0,0.006487
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,-81.1,13.89,4.9,744.2,744.2,0.65,0.89,16.0,0.006487
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,-81.1,13.89,4.9,744.2,744.2,0.65,0.89,16.0,0.006487
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,-81.1,13.89,4.9,744.2,744.2,0.65,0.89,16.0,0.006487
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,-81.1,13.89,4.9,744.2,744.2,0.65,0.89,16.0,0.006487
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,-81.1,13.89,4.9,744.2,744.2,0.65,0.89,16.0,0.006487
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,-81.1,13.89,4.9,744.2,744.2,0.65,0.89,16.0,0.006487
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,-81.1,13.89,4.9,744.2,744.2,0.65,0.89,16.0,0.006487
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,-81.1,13.89,4.9,744.2,744.2,0.65,0.89,16.0,0.006487
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,-81.1,13.89,4.9,744.2,744.2,0.65,0.89,16.0,0.006487
OMEGA.2022-01-08T07:39:40.827.astred.cal.fits,-81.1,13.79,5.45,744.2,744.2,0.69,0.98,18.0,0.005606
OMEGA.2022-01-08T07:39:40.827.astred.cal.fits,-81.1,13.79,5.45,744.2,744.2,0.69,0.98,18.0,0.005606
OMEGA.2022-01-08T07:39:40.827.astred.cal.fits,-81.1,13.79,5.45,744.2,744.2,0.69,0.98,18.0,0.005606
OMEGA.2022-01-08T08:08:42.272.astred.cal.fits,-81.4,14.2,7.05,744.1,744.1,0.68,0.77,24.0,0.006117
OMEGA.2022-01-08T08:08:42.272.astred.cal.fits,-81.4,14.2,7.05,744.1,744.1,0.68,0.77,24.0,0.006117
OMEGA.2022-01-08T08:08:42.272.astred.cal.fits,-81.4,14.2,7.05,744.1,744.1,0.68,0.77,24.0,0.006117
OMEGA.2022-01-08T08:08:42.272.astred.cal.fits,-81.4,14.2,7.05,744.1,744.1,0.68,0.77,24.0,0.006117
OMEGA.2022-01-08T08:08:42.272.astred.cal.fits,-81.4,14.2,7.05,744.1,744.1,0.68,0.77,24.0,0.006117
OMEGA.2022-01-08T08:08:42.272.astred.cal.fits,-81.4,14.2,7.05,744.1,744.1,0.68,0.77,24.0,0.006117
OMEGA.2022-01-09T00:57:12.382.fits,-77.2,13.84,7.4,745.3,745.3,0.96,0.85,34.0,0.005791
OMEGA.2022-01-09T00:57:12.382.fits,-77.2,13.84,7.4,745.3,745.3,0.96,0.85,34.0,0.005791
OMEGA.2022-01-09T00:57:12.382.fits,-77.2,13.84,7.4,745.3,745.3,0.96,0.85,34.0,0.005791
OMEGA.2022-01-09T00:57:12.382.fits,-77.2,13.84,7.4,745.3,745.3,0.96,0.85,34.0,0.005791
OMEGA.2022-01-09T00:57:12.382.fits,-77.2,13.84,7.4,745.3,745.3,0.96,0.85,34.0,0.005791
OMEGA.2022-01-09T00:57:12.382.fits,-77.2,13.84,7.4,745.3,745.3,0.96,0.85,34.0,0.005791
OMEGA.2022-01-09T00:57:12.382.fits,-77.2,13.84,7.4,745.3,745.3,0.96,0.85,34.0,0.005791
OMEGA.2022-01-09T00:57:12.382.fits,-77.2,13.84,7.4,745.3,745.3,0.96,0.85,34.0,0.005791
OMEGA.2022-01-09T01:31:30.618.fits,-76.5,13.21,5.75,745.6,745.6,0.71,0.65,38.0,0.00735
OMEGA.2022-01-09T01:31:30.618.fits,-76.5,13.21,5.75,745.6,745.6,0.71,0.65,38.0,0.00735
OMEGA.2022-01-09T01:31:30.618.fits,-76.5,13.21,5.75,745.6,745.6,0.71,0.65,38.0,0.00735
OMEGA.2022-01-09T01:31:30.618.fits,-76.5,13.21,5.75,745.6,745.6,0.71,0.65,38.0,0.00735
OMEGA.2022-01-09T01:31:30.618.fits,-76.5,13.21,5.75,745.6,745.6,0.71,0.65,38.0,0.00735
OMEGA.2022-01-09T02:00:38.023.fits,-75.8,13.06,3.33,746.0,746.0,0.76,0.74,39.0,0.007195
OMEGA.2022-01-09T02:00:38.023.fits,-75.8,13.06,3.33,746.0,746.0,0.76,0.74,39.0,0.007195
OMEGA.2022-01-09T02:00:38.023.fits,-75.8,13.06,3.33,746.0,746.0,0.76,0.74,39.0,0.007195
OMEGA.2022-01-09T02:00:38.023.fits,-75.8,13.06,3.33,746.0,746.0,0.76,0.74,39.0,0.007195
OMEGA.2022-01-10T01:23:14.692.fits,-72.0,13.18,6.35,745.6,745.6,0.46,0.58,8.0,0.007659
OMEGA.2022-01-10T01:23:14.692.fits,-72.0,13.18,6.35,745.6,745.6,0.46,0.58,8.0,0.007659
OMEGA.2022-01-10T01:23:14.692.fits,-72.0,13.18,6.35,745.6,745.6,0.46,0.58,8.0,0.007659
OMEGA.2022-01-10T01:23:14.692.fits,-72.0,13.18,6.35,745.6,745.6,0.46,0.58,8.0,0.007659
OMEGA.2022-01-10T01:23:14.692.fits,-72.0,13.18,6.35,745.6,745.6,0.46,0.58,8.0,0.007659
OMEGA.2022-01-10T01:23:14.692.fits,-72.0,13.18,6.35,745.6,745.6,0.46,0.58,8.0,0.007659
OMEGA.2022-01-10T01:23:14.692.fits,-72.0,13.18,6.35,745.6,745.6,0.46,0.58,8.0,0.007659
OMEGA.2022-01-10T01:35:23.324.fits,-75.5,12.96,5.78,745.7,745.5,0.68,0.61,11.0,0.0051
OMEGA.2022-01-10T01:35:23.324.fits,-75.5,12.96,5.78,745.7,745.5,0.68,0.61,11.0,0.0051
OMEGA.2022-01-10T01:35:23.324.fits,-75.5,12.96,5.78,745.7,745.5,0.68,0.61,11.0,0.0051
OMEGA.2022-01-10T01:35:23.324.fits,-75.5,12.96,5.78,745.7,745.5,0.68,0.61,11.0,0.0051
OMEGA.2022-01-10T01:35:23.324.fits,-75.5,12.96,5.78,745.7,745.5,0.68,0.61,11.0,0.0051
OMEGA.2022-01-10T01:41:28.076.fits,-75.5,12.75,5.72,745.7,745.7,0.61,0.68,12.0,0.006887
OMEGA.2022-01-10T01:41:28.076.fits,-75.5,12.75,5.72,745.7,745.7,0.61,0.68,12.0,0.006887
OMEGA.2022-01-10T01:41:28.076.fits,-75.5,12.75,5.72,745.7,745.7,0.61,0.68,12.0,0.006887
OMEGA.2022-01-10T01:41:28.076.fits,-75.5,12.75,5.72,745.7,745.7,0.61,0.68,12.0,0.006887
OMEGA.2022-01-10T01:41:28.076.fits,-75.5,12.75,5.72,745.7,745.7,0.61,0.68,12.0,0.006887
OMEGA.2022-01-10T01:41:28.076.fits,-75.5,12.75,5.72,745.7,745.7,0.61,0.68,12.0,0.006887
OMEGA.2022-01-10T05:04:04.280.fits,-74.0,12.39,7.88,745.5,745.4,0.53,0.58,9.0,0.007017
OMEGA.2022-01-10T05:04:04.280.fits,-74.0,12.39,7.88,745.5,745.4,0.53,0.58,9.0,0.007017
OMEGA.2022-01-10T05:04:04.280.fits,-74.0,12.39,7.88,745.5,745.4,0.53,0.58,9.0,0.007017
OMEGA.2022-01-10T05:04:04.280.fits,-74.0,12.39,7.88,745.5,745.4,0.53,0.58,9.0,0.007017
OMEGA.2022-01-10T05:04:04.280.fits,-74.0,12.39,7.88,745.5,745.4,0.53,0.58,9.0,0.007017
OMEGA.2022-01-10T05:04:04.280.fits,-74.0,12.39,7.88,745.5,745.4,0.53,0.58,9.0,0.007017
OMEGA.2022-01-10T05:04:04.280.fits,-74.0,12.39,7.88,745.5,745.4,0.53,0.58,9.0,0.007017
OMEGA.2022-01-10T05:04:04.280.fits,-74.0,12.39,7.88,745.5,745.4,0.53,0.58,9.0,0.007017
OMEGA.2022-01-10T05:10:08.961.fits,-71.4,12.37,8.3,745.4,745.4,0.58,0.53,9.0,0.007795
OMEGA.2022-01-10T05:10:08.961.fits,-71.4,12.37,8.3,745.4,745.4,0.58,0.53,9.0,0.007795
OMEGA.2022-01-10T05:10:08.961.fits,-71.4,12.37,8.3,745.4,745.4,0.58,0.53,9.0,0.007795
OMEGA.2022-01-10T05:53:40.078.fits,-63.4,12.05,9.2,745.2,745.1,0.83,0.8,9.0,0.004179
OMEGA.2022-01-10T05:53:40.078.fits,-63.4,12.05,9.2,745.2,745.1,0.83,0.8,9.0,0.004179
OMEGA.2022-01-10T05:53:40.078.fits,-63.4,12.05,9.2,745.2,745.1,0.83,0.8,9.0,0.004179
OMEGA.2022-01-10T05:53:40.078.fits,-63.4,12.05,9.2,745.2,745.1,0.83,0.8,9.0,0.004179
OMEGA.2022-01-11T06:24:28.901.fits,-71.6,11.7,8.05,744.7,744.8,0.54,0.68,34.0,0.005516
OMEGA.2022-01-11T06:24:28.901.fits,-71.6,11.7,8.05,744.7,744.8,0.54,0.68,34.0,0.005516
OMEGA.2022-01-11T06:24:28.901.fits,-71.6,11.7,8.05,744.7,744.8,0.54,0.68,34.0,0.005516
OMEGA.2022-01-11T06:24:28.901.fits,-71.6,11.7,8.05,744.7,744.8,0.54,0.68,34.0,0.005516
OMEGA.2022-01-11T06:24:28.901.fits,-71.6,11.7,8.05,744.7,744.8,0.54,0.68,34.0,0.005516
OMEGA.2022-01-11T06:24:28.901.fits,-71.6,11.7,8.05,744.7,744.8,0.54,0.68,34.0,0.005516
OMEGA.2022-01-11T06:24:28.901.fits,-71.6,11.7,8.05,744.7,744.8,0.54,0.68,34.0,0.005516
OMEGA.2022-01-11T06:44:58.104.fits,-72.4,12.09,9.75,744.7,744.7,0.54,0.64,24.0,0.006476
OMEGA.2022-01-11T06:44:58.104.fits,-72.4,12.09,9.75,744.7,744.7,0.54,0.64,24.0,0.006476
OMEGA.2022-01-11T06:44:58.104.fits,-72.4,12.09,9.75,744.7,744.7,0.54,0.64,24.0,0.006476
OMEGA.2022-01-11T06:44:58.104.fits,-72.4,12.09,9.75,744.7,744.7,0.54,0.64,24.0,0.006476
OMEGA.2022-01-11T07:04:39.488.fits,-71.8,11.72,8.28,744.6,744.6,0.74,0.95,26.0,0.005198
OMEGA.2022-01-11T07:04:39.488.fits,-71.8,11.72,8.28,744.6,744.6,0.74,0.95,26.0,0.005198
OMEGA.2022-01-11T07:04:39.488.fits,-71.8,11.72,8.28,744.6,744.6,0.74,0.95,26.0,0.005198
OMEGA.2022-01-11T07:04:39.488.fits,-71.8,11.72,8.28,744.6,744.6,0.74,0.95,26.0,0.005198
OMEGA.2022-01-11T07:04:39.488.fits,-71.8,11.72,8.28,744.6,744.6,0.74,0.95,26.0,0.005198
OMEGA.2022-01-11T08:06:27.669.fits,-63.7,11.59,10.57,744.4,744.4,0.7,0.93,26.0,0.004
OMEGA.2022-01-11T08:06:27.669.fits,-63.7,11.59,10.57,744.4,744.4,0.7,0.93,26.0,0.004
OMEGA.2022-01-11T08:06:27.669.fits,-63.7,11.59,10.57,744.4,744.4,0.7,0.93,26.0,0.004
OMEGA.2022-01-11T08:06:27.669.fits,-63.7,11.59,10.57,744.4,744.4,0.7,0.93,26.0,0.004
OMEGA.2022-01-12T01:02:45.816.astred.cal.fits,-70.3,14.22,7.93,745.8,745.7,0.51,0.52,14.0,0.00834
OMEGA.2022-01-12T01:02:45.816.astred.cal.fits,-70.3,14.22,7.93,745.8,745.7,0.51,0.52,14.0,0.00834
OMEGA.2022-01-12T01:02:45.816.astred.cal.fits,-70.3,14.22,7.93,745.8,745.7,0.51,0.52,14.0,0.00834
OMEGA.2022-01-12T01:18:35.369.astred.cal.fits,-70.5,13.89,6.9,745.8,745.8,0.52,0.47,11.0,0.008139
OMEGA.2022-01-12T01:18:35.369.astred.cal.fits,-70.5,13.89,6.9,745.8,745.8,0.52,0.47,11.0,0.008139
OMEGA.2022-01-12T01:18:35.369.astred.cal.fits,-70.5,13.89,6.9,745.8,745.8,0.52,0.47,11.0,0.008139
OMEGA.2022-01-12T01:18:35.369.astred.cal.fits,-70.5,13.89,6.9,745.8,745.8,0.52,0.47,11.0,0.008139
OMEGA.2022-01-12T01:46:13.423.astred.cal.fits,-69.9,14.16,7.3,745.8,746.0,0.4,0.57,23.0,0.007341
OMEGA.2022-01-12T01:46:13.423.astred.cal.fits,-69.9,14.16,7.3,745.8,746.0,0.4,0.57,23.0,0.007341
OMEGA.2022-01-12T01:46:13.423.astred.cal.fits,-69.9,14.16,7.3,745.8,746.0,0.4,0.57,23.0,0.007341
OMEGA.2022-01-12T01:46:13.423.astred.cal.fits,-69.9,14.16,7.3,745.8,746.0,0.4,0.57,23.0,0.007341
OMEGA.2022-01-12T02:17:31.769.astred.cal.fits,-69.7,13.77,6.65,746.1,746.1,0.69,0.61,23.0,0.006903
OMEGA.2022-01-12T02:17:31.769.astred.cal.fits,-69.7,13.77,6.65,746.1,746.1,0.69,0.61,23.0,0.006903
OMEGA.2022-01-12T02:17:31.769.astred.cal.fits,-69.7,13.77,6.65,746.1,746.1,0.69,0.61,23.0,0.006903
OMEGA.2022-01-12T02:17:31.769.astred.cal.fits,-69.7,13.77,6.65,746.1,746.1,0.69,0.61,23.0,0.006903
OMEGA.2022-01-12T02:17:31.769.astred.cal.fits,-69.7,13.77,6.65,746.1,746.1,0.69,0.61,23.0,0.006903
OMEGA.2022-01-12T02:17:31.769.astred.cal.fits,-69.7,13.77,6.65,746.1,746.1,0.69,0.61,23.0,0.006903
OMEGA.2022-01-12T02:17:31.769.astred.cal.fits,-69.7,13.77,6.65,746.1,746.1,0.69,0.61,23.0,0.006903
OMEGA.2022-01-12T02:17:31.769.astred.cal.fits,-69.7,13.77,6.65,746.1,746.1,0.69,0.61,23.0,0.006903
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-12T02:35:45.432.astred.cal.fits,-69.0,14.12,6.3,746.1,746.2,0.74,0.74,28.0,0.005852
OMEGA.2022-01-13T00:46:07.341.astred.cal.fits,-67.2,15.15,8.07,745.6,745.7,1.24,0.92,32.0,0.006121
OMEGA.2022-01-13T00:46:07.341.astred.cal.fits,-67.2,15.15,8.07,745.6,745.7,1.24,0.92,32.0,0.006121
OMEGA.2022-01-13T00:46:07.341.astred.cal.fits,-67.2,15.15,8.07,745.6,745.7,1.24,0.92,32.0,0.006121
OMEGA.2022-01-13T00:46:07.341.astred.cal.fits,-67.2,15.15,8.07,745.6,745.7,1.24,0.92,32.0,0.006121
OMEGA.2022-01-13T00:46:07.341.astred.cal.fits,-67.2,15.15,8.07,745.6,745.7,1.24,0.92,32.0,0.006121
OMEGA.2022-01-13T00:46:07.341.astred.cal.fits,-67.2,15.15,8.07,745.6,745.7,1.24,0.92,32.0,0.006121
OMEGA.2022-01-13T00:46:07.341.astred.cal.fits,-67.2,15.15,8.07,745.6,745.7,1.24,0.92,32.0,0.006121
OMEGA.2022-01-13T00:46:07.341.astred.cal.fits,-67.2,15.15,8.07,745.6,745.7,1.24,0.92,32.0,0.006121
OMEGA.2022-01-13T02:16:30.627.astred.cal.fits,-63.9,14.97,3.55,746.4,746.4,0.5,0.74,30.0,0.007846
OMEGA.2022-01-13T02:16:30.627.astred.cal.fits,-63.9,14.97,3.55,746.4,746.4,0.5,0.74,30.0,0.007846
OMEGA.2022-01-13T02:16:30.627.astred.cal.fits,-63.9,14.97,3.55,746.4,746.4,0.5,0.74,30.0,0.007846
OMEGA.2022-01-13T02:16:30.627.astred.cal.fits,-63.9,14.97,3.55,746.4,746.4,0.5,0.74,30.0,0.007846
OMEGA.2022-01-13T02:16:30.627.astred.cal.fits,-63.9,14.97,3.55,746.4,746.4,0.5,0.74,30.0,0.007846
OMEGA.2022-01-13T02:16:30.627.astred.cal.fits,-63.9,14.97,3.55,746.4,746.4,0.5,0.74,30.0,0.007846
OMEGA.2022-01-13T02:16:30.627.astred.cal.fits,-63.9,14.97,3.55,746.4,746.4,0.5,0.74,30.0,0.007846
